,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2010,86063.0,86063.0,-87671.0,,,
December 2010,74097.0,74097.0,-63698.0,,,
March 2011,,,,,,
June 2011,,,,453701.0,133013.0,320688.0
September 2011,55814.0,55814.0,-48211.0,432043.0,127183.0,304860.0
December 2011,39864.0,39864.0,-33676.0,413589.0,131333.0,282256.0
March 2012,52586.0,52586.0,-52586.0,636403.0,377321.0,
June 2012,479678.0,133711.0,-489065.0,400794.0,148448.0,
September 2012,238295.0,238295.0,-242710.0,,,
December 2012,243014.0,220319.0,-242710.0,,,
March 2013,254009.0,251009.0,-242710.0,1755518.0,133425.0,
June 2013,-1461374.0,16433.0,,1471424.0,254407.0,
September 2013,-155211.0,155211.0,,1349136.0,261688.0,
December 2013,511770.0,498770.0,,1270859.0,184323.0,
March 2014,275759.0,275759.0,,1243748.0,158124.0,
June 2014,2026394.0,1728972.0,,132285.0,132285.0,
September 2014,-84554.0,84554.0,,15601.0,15601.0,
December 2014,179802.0,179802.0,,190764.0,190764.0,
March 2015,143207.0,143207.0,,132288.0,132288.0,
June 2015,566033.0,396925.0,,406556.0,406556.0,
September 2015,108742.0,108742.0,,479146.0,479146.0,
December 2015,263004.0,263004.0,,1313832.0,1313832.0,
March 2016,527846.0,527846.0,-527728.0,856001.0,856001.0,
June 2016,810889.0,810889.0,,1621242.0,1621242.0,
September 2016,404954.0,404954.0,,3913682.0,3913682.0,
December 2016,-346247.0,-346247.0,,4209519.0,4209519.0,
March 2017,1145873.0,883983.0,,2667647.0,2667647.0,
June 2017,286597.0,286597.0,,2628443.0,2628443.0,
September 2017,9033.0,9033.0,,346925.0,346925.0,
December 2017,259593.0,521483.0,,2202273.0,0.0,
March 2018,510475.0,510475.0,-56644.0,5709.0,5709.0,
June 2018,108546.0,108546.0,-109336.0,214206.0,214206.0,
September 2018,2716420.0,2716420.0,,14637081.0,1368136.0,
December 2018,622918.0,622918.0,,14858509.0,106971.0,
March 2019,1765654.0,1765654.0,-2086776.0,,,
June 2019,4016976.0,4016976.0,-4397100.0,22305995.0,491433.0,
