,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2009,198077.0,,-714000.0,,
March 2010,1204512.25,,-2753500.0,,
June 2010,1204512.25,,-2753500.0,,
September 2010,1204512.25,,-2753500.0,,
December 2010,1204512.25,,-2753500.0,,
March 2011,4328802.0,,-2420674.0,,
June 2011,8439070.0,,-11457093.0,,
September 2011,8325872.0,,-9386457.0,,
December 2011,9038820.0,,-9768776.0,33624816.0,12481536.0
March 2012,6771000.0,,-8257510.0,,
June 2012,16527952.0,,-19188000.0,47400880.0,13260212.0
September 2012,18956000.0,,-21774192.0,95592432.0,62140761.0
December 2012,9439736.0,,-13319000.0,86548213.0,51195451.0
March 2013,11092000.0,4282500.0,-15767000.0,86117739.0,50724153.0
June 2013,13179000.0,4282500.0,-18835000.0,120403905.0,85335465.0
September 2013,5927531.0,4823000.0,-11898628.0,104842313.0,69631854.0
December 2013,7118000.0,,-15640000.0,100144000.0,63100000.0
March 2014,9009000.0,9150500.0,-19957000.0,82412000.0,45496000.0
June 2014,6186000.0,9150500.0,-17914000.0,79443000.0,41586000.0
September 2014,11267000.0,16696000.0,-20091000.0,82123000.0,44342000.0
