,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,,211652.0,-258270.0,,
June 2010,,211652.0,-258270.0,,
September 2010,,161121.0,-215299.0,,
December 2010,,466440.0,,,
March 2011,,232041.0,-295133.0,1310286.0,171666.0
June 2011,,286890.0,-347335.0,,
September 2011,,3221452.0,-3286939.0,2051811.0,913231.0
December 2011,,243904.0,-314358.0,1736723.0,614117.0
March 2012,290624.5,448449.0,-385455.0,1508807.0,393903.0
June 2012,290624.5,271891.0,-394139.0,1481774.0,403753.0
September 2012,290624.5,162849.0,-260611.0,1215512.0,146308.0
December 2012,290624.5,279309.0,-363122.0,1155722.0,108756.0
March 2013,552907.75,568184.0,-664486.0,1116242.0,96119.0
June 2013,552907.75,366114.0,-454222.0,1145547.0,151727.0
September 2013,552907.75,-41261.0,-35938.0,1061924.0,96796.0
December 2013,552907.75,399271.0,-1562610.0,1040297.0,98629.0
March 2014,124642.25,134867.0,-180237.0,108098.0,98162.0
June 2014,124642.25,120372.0,-171564.0,143918.0,135118.0
September 2014,124642.25,41144.0,-84513.0,92101.0,84381.0
December 2014,124642.25,202186.0,-241721.0,83579.0,76830.0
March 2015,,434654.0,-740339.0,80553.0,74736.0
June 2015,,215580.0,-259604.0,384996.0,380112.0
September 2015,,282669.0,-366731.0,112871.0,108872.0
December 2015,,1095974.0,-1182903.0,67904.0,64790.0
March 2016,,510418.0,-615066.0,157901.0,155672.0
June 2016,,945168.0,-1046099.0,534795.0,465951.0
September 2016,,963311.0,-996290.0,422857.0,219820.0
December 2016,,2749615.0,-4562171.0,,
March 2017,,1073187.0,-1101248.0,693637.0,691825.0
June 2017,,2163757.0,-2242761.0,231761.0,204826.0
September 2017,,1297525.0,-1526778.0,482653.0,456772.0
December 2017,,2714499.0,-5372609.0,1374298.0,535109.0
March 2018,,1175444.0,-2256142.0,184314.0,161881.0
June 2018,,1511914.0,-2732516.0,1495836.0,1475363.0
September 2018,,1533301.0,-1785840.0,108216.0,87326.0
December 2018,,859128.0,-628928.0,77808.0,55985.0
March 2019,,342374.0,-558567.0,59822.0,40614.0
June 2019,,263007.0,-390242.0,34462.0,34462.0
