,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,51185750.0,20248500.0,487000.0,,
June 2008,51185750.0,20248500.0,487000.0,,
September 2008,51185750.0,20248500.0,487000.0,,
December 2008,51185750.0,20248500.0,487000.0,,
March 2009,50772000.0,21952000.0,4065000.0,,
June 2009,51529000.0,23507000.0,9374000.0,,
September 2009,59075000.0,23440000.0,8233000.0,,
December 2009,69790000.0,32233000.0,-5511000.0,1324680000.0,638723000.0
March 2010,71744000.0,24721000.0,-12044000.0,,
June 2010,161935000.0,26647000.0,-97182000.0,1286308000.0,580926000.0
September 2010,76114000.0,25924000.0,41500000.0,1354401000.0,645897000.0
December 2010,83044000.0,36875000.0,-17121000.0,1352635000.0,645184000.0
March 2011,108460000.0,34471000.0,-49162000.0,1299740000.0,602217000.0
June 2011,117763000.0,38236000.0,-54543000.0,1285442000.0,588318000.0
September 2011,107249000.0,42642000.0,-36860000.0,1270936000.0,577054000.0
December 2011,15398000.0,52611000.0,216675000.0,1419537000.0,731849000.0
March 2012,122782000.0,38944000.0,-56212000.0,1380804000.0,684827000.0
June 2012,178477000.0,48907000.0,-106049000.0,1365197000.0,660062000.0
September 2012,161863000.0,61747000.0,17396000.0,1376363000.0,673208000.0
December 2012,166128000.0,74566000.0,-42922000.0,1351571000.0,687956000.0
March 2013,173965000.0,72545000.0,-33671000.0,1677318000.0,1015097000.0
June 2013,200559000.0,87512000.0,-53168000.0,1679242000.0,1021725000.0
