,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,36649574.75,-11273979.0,,,
June 2009,36649574.75,-11273979.0,,,
September 2009,36649574.75,-11273979.0,,,
December 2009,36649574.75,-11273979.0,,,
March 2010,16377090.0,-2168021.0,,,
June 2010,18319222.0,-6018811.0,,,
September 2010,25809414.0,-11862937.0,,,
December 2010,10181130.0,13353276.0,158213941.0,28682953.0,129530988.0
March 2011,3815922.0,13834882.0,,,
June 2011,3955196.0,1920886.0,138544658.0,17408914.0,121135744.0
September 2011,46701158.0,-41260522.0,89873994.0,19929837.0,69944157.0
December 2011,3781691.0,-58672.0,72232367.0,17752366.0,54480001.0
March 2012,3515863.0,152522.0,68725483.0,18386123.0,50339360.0
June 2012,2198153.0,2409549.0,57164806.0,17034308.0,40130498.0
September 2012,938683.0,929998.0,57987229.0,22174346.0,35812883.0
December 2012,598276.0,1843341.0,59460737.0,37496323.0,21964414.0
March 2013,1583795.0,503981.0,60662280.0,41612101.0,19050179.0
June 2013,1609723.0,-53434.0,60186488.0,31056918.0,29129570.0
September 2013,4285958.0,-1609584.0,64258660.0,22575853.0,41682807.0
December 2013,7309863.0,-2976573.0,62665014.0,27081030.0,35583984.0
March 2014,2359077.0,505577.0,63066571.0,28820719.0,34245852.0
June 2014,2721984.0,256701.0,47143527.0,18484114.0,28659413.0
September 2014,2735782.0,-309725.0,47027339.0,24920026.0,22107313.0
December 2014,1801455.0,250722.0,33574889.0,12407204.0,21167685.0
March 2015,2338219.0,109864.0,27822772.0,7917891.0,19904881.0
June 2015,1971199.0,-6608656.0,19123693.0,7271807.0,11851886.0
September 2015,1979678.0,-3625341.0,15203117.0,8472526.0,6730591.0
December 2015,1011280.0,-2300298.0,5885335.0,3786806.0,2098529.0
March 2016,2329063.0,-2336545.0,5398455.0,3299926.0,2098529.0
June 2016,384720.0,-2489613.0,2762033.0,2762033.0,0.0
September 2016,230491.0,-116820.0,660690.0,660690.0,0.0
December 2016,146423.0,-147315.0,400718.0,400718.0,0.0
