,NetIncomeLoss,Assets,AssetsCurrent
March 2011,6459000.0,,
June 2011,6459000.0,,
September 2011,6459000.0,,
December 2011,6459000.0,,
March 2012,9310000.0,,
June 2012,7468000.0,,
September 2012,11681000.0,,
December 2012,13826000.0,272506000.0,268000.0
March 2013,14520000.0,,
June 2013,11613000.0,,
September 2013,11924000.0,,
December 2013,12094000.0,737590000.0,382544000.0
March 2014,10482000.0,664321000.0,391265000.0
June 2014,12200000.0,658771000.0,388218000.0
September 2014,,593113000.0,241061000.0
December 2014,,596073000.0,245805000.0
March 2015,17828000.0,690848000.0,44770000.0
June 2015,17828000.0,709955000.0,67602000.0
September 2015,17828000.0,706188000.0,64718000.0
December 2015,17828000.0,902666000.0,99503000.0
March 2016,35780000.0,875796000.0,124031000.0
June 2016,44545000.0,895670000.0,91862000.0
September 2016,48707000.0,922317000.0,65538000.0
December 2016,59799000.0,971909000.0,103711000.0
March 2017,58137000.0,1046173000.0,103103000.0
June 2017,58443000.0,1072417000.0,124856000.0
September 2017,57589000.0,1110150000.0,152460000.0
December 2017,64264000.0,1517352000.0,90049000.0
March 2018,66079000.0,1544765000.0,118707000.0
June 2018,64019000.0,1568848000.0,146103000.0
September 2018,70349000.0,1600281000.0,176165000.0
December 2018,63648000.0,1619609000.0,201570000.0
