,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2010,2738000.0,229000.0,,,
March 2011,3765000.0,-511000.0,,,
June 2011,3034000.0,213000.0,12728000.0,11479000.0,
September 2011,3507000.0,201000.0,13134000.0,11927000.0,1207000.0
December 2011,4396000.0,603000.0,15089000.0,13594000.0,
March 2012,4899000.0,160000.0,22019000.0,11999000.0,
June 2012,5263000.0,548000.0,22914000.0,13298000.0,9616000.0
September 2012,5105000.0,-277000.0,22805000.0,13704000.0,9101000.0
December 2012,5820000.0,-222000.0,22678000.0,14100000.0,8578000.0
March 2013,6213000.0,-626000.0,22997000.0,14810000.0,8187000.0
June 2013,7196000.0,-666000.0,24186000.0,16367000.0,7819000.0
September 2013,9939000.0,-2683000.0,68914000.0,17900000.0,51403000.0
December 2013,12427000.0,-5614000.0,64790000.0,14292000.0,50498000.0
March 2014,12233000.0,-6737000.0,109693000.0,60359000.0,49334000.0
June 2014,12368000.0,-5157000.0,106955000.0,58593000.0,48362000.0
September 2014,12360000.0,-4875000.0,103597000.0,56325000.0,47272000.0
December 2014,44661000.0,-36876000.0,66905000.0,50531000.0,16374000.0
March 2015,11423000.0,-5809000.0,62543000.0,46701000.0,15842000.0
June 2015,10705000.0,-4123000.0,60266000.0,44714000.0,15320000.0
September 2015,9750000.0,-2979000.0,58931000.0,44256000.0,
December 2015,9809000.0,-3964000.0,54660000.0,40404000.0,
March 2016,9792000.0,-3362000.0,53253000.0,39170000.0,
June 2016,9562000.0,-5374000.0,48362000.0,36608000.0,
September 2016,9423000.0,-1932000.0,48431000.0,37231000.0,
December 2016,9165000.0,-2231000.0,46403000.0,35722000.0,
March 2017,8637000.0,-449000.0,46108000.0,35969000.0,
June 2017,8761000.0,-499000.0,47724000.0,37721000.0,
September 2017,10226000.0,-814000.0,50405000.0,40546000.0,
December 2017,9612000.0,-828000.0,48232000.0,38482000.0,
March 2018,11930000.0,-3871000.0,63065000.0,28792000.0,
June 2018,12077000.0,-2281000.0,60905000.0,27187000.0,
September 2018,12234000.0,-2272000.0,61684000.0,28473000.0,
