,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,1537788.5,-1732053.25,,,
March 2010,1537788.5,-1732053.25,,,
June 2010,1537788.5,-1732053.25,,,
September 2010,1537788.5,-1732053.25,894374.0,878257.0,
December 2010,1398148.0,-1373940.0,,,
March 2011,2598118.0,-2474674.0,,,
June 2011,4232712.0,-4269795.0,,,
September 2011,5868372.0,-6092561.0,1576648.0,1571596.0,
December 2011,4592748.0,-4250455.0,1955912.0,1950860.0,
March 2012,3518252.0,-3161606.0,1194320.0,1189268.0,
June 2012,3811829.0,-3543212.0,7831935.0,7811953.0,
September 2012,7057484.0,-10139710.0,5783813.0,5769400.0,
December 2012,9250129.0,-1132839.0,6802835.0,6789554.0,
March 2013,4709727.0,-4588648.0,2771058.0,2758908.0,
June 2013,4515736.0,-4051942.0,1376651.0,1365632.0,
September 2013,3800081.0,-3528324.0,1272295.0,1264913.0,7382.0
December 2013,2419158.0,-1927360.0,709198.0,501380.0,5951.0
March 2014,4046759.0,-3300680.0,14685058.0,8750537.0,5934521.0
June 2014,2613209.0,-2486394.0,13206137.0,6723178.0,6482959.0
September 2014,2652975.0,-2386538.0,12029453.0,4510078.0,7519375.0
December 2014,2912284.0,-4014751.0,10029864.0,2294010.0,7589951.0
March 2015,3121507.0,-949716.0,10100318.0,2072772.0,7956645.0
June 2015,3079982.0,-1292960.0,9995902.0,1813349.0,8162662.0
September 2015,4116118.0,-2815646.0,8526222.0,1146907.0,7359421.0
December 2015,7172826.0,-6846160.0,3584103.0,899439.0,2684664.0
March 2016,2648839.0,-4879647.0,3319675.0,691270.0,
June 2016,2174128.0,-135300.0,3250603.0,674723.0,
September 2016,2089253.0,176882.0,3275558.0,884027.0,2391531.0
December 2016,4121325.0,-2000528.0,851179.0,418642.0,
March 2017,1946004.0,-584994.0,954680.0,545339.0,
