,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 1977,4.850638409455617e-13,0.0,,,
September 1977,4.850638409455617e-13,0.0,,,
December 1977,4.850638409455617e-13,0.0,,,
March 1978,4.850638409455617e-13,0.0,,,
June 1978,4.850638409455617e-13,0.0,,,
September 1978,4.850638409455617e-13,0.0,,,
December 1978,4.850638409455617e-13,0.0,,,
March 1979,4.850638409455617e-13,0.0,,,
June 1979,4.850638409455617e-13,0.0,,,
September 1979,4.850638409455617e-13,0.0,,,
December 1979,4.850638409455617e-13,0.0,,,
March 1980,4.850638409455617e-13,0.0,,,
June 1980,4.850638409455617e-13,0.0,,,
September 1980,4.850638409455617e-13,0.0,,,
December 1980,4.850638409455617e-13,0.0,,,
March 1981,4.850638409455617e-13,0.0,,,
June 1981,4.850638409455617e-13,0.0,,,
September 1981,4.850638409455617e-13,0.0,,,
December 1981,4.850638409455617e-13,0.0,,,
March 1982,4.850638409455617e-13,0.0,,,
June 1982,4.850638409455617e-13,0.0,,,
September 1982,4.850638409455617e-13,0.0,,,
December 1982,4.850638409455617e-13,0.0,,,
March 1983,4.850638409455617e-13,-5042.0,,,
June 1983,4.850638409455617e-13,-5042.0,,,
September 1983,4.850638409455617e-13,-5042.0,,,
December 1983,4.850638409455617e-13,-5042.0,,,
March 1984,4.850638409455617e-13,-187.5,,,
June 1984,4.850638409455617e-13,-187.5,,,
September 1984,4.850638409455617e-13,-187.5,,,
December 1984,4.850638409455617e-13,-187.5,,,
March 1985,4.850638409455617e-13,-187.5,,,
June 1985,4.850638409455617e-13,-187.5,,,
September 1985,4.850638409455617e-13,-187.5,,,
December 1985,4.850638409455617e-13,-187.5,,,
March 1986,4.850638409455617e-13,0.0,,,
June 1986,4.850638409455617e-13,0.0,,,
September 1986,4.850638409455617e-13,0.0,,,
December 1986,4.850638409455617e-13,0.0,,,
March 1987,4.850638409455617e-13,0.0,,,
June 1987,4.850638409455617e-13,0.0,,,
September 1987,4.850638409455617e-13,0.0,,,
December 1987,4.850638409455617e-13,0.0,,,
March 1988,4.850638409455617e-13,0.0,,,
June 1988,4.850638409455617e-13,0.0,,,
September 1988,4.850638409455617e-13,0.0,,,
December 1988,4.850638409455617e-13,0.0,,,
March 1989,4.850638409455617e-13,0.0,,,
June 1989,4.850638409455617e-13,0.0,,,
September 1989,4.850638409455617e-13,0.0,,,
December 1989,4.850638409455617e-13,0.0,,,
March 1990,4.850638409455617e-13,0.0,,,
June 1990,4.850638409455617e-13,0.0,,,
September 1990,4.850638409455617e-13,0.0,,,
December 1990,4.850638409455617e-13,0.0,,,
March 1991,4.850638409455617e-13,0.0,,,
June 1991,4.850638409455617e-13,0.0,,,
September 1991,4.850638409455617e-13,0.0,,,
December 1991,4.850638409455617e-13,0.0,,,
March 1992,4.850638409455617e-13,0.0,,,
June 1992,4.850638409455617e-13,0.0,,,
September 1992,4.850638409455617e-13,0.0,,,
December 1992,4.850638409455617e-13,0.0,,,
