,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2015,35250.0,665750.0,,,
June 2015,35250.0,665750.0,,,
September 2015,35250.0,665750.0,,,
December 2015,35250.0,665750.0,,,
March 2016,172000.0,552000.0,-127000.0,,
June 2016,254000.0,747000.0,,,
September 2016,42000.0,543000.0,,,
December 2016,8000.0,254000.0,,77236000.0,9846000.0
March 2017,82000.0,877000.0,4782000.0,87088000.0,12028000.0
June 2017,114000.0,1600000.0,157000.0,204747000.0,86954000.0
September 2017,1000.0,1176000.0,1379000.0,217189000.0,74225000.0
December 2017,13000.0,1424000.0,2100000.0,287060000.0,87554000.0
March 2018,0.0,1880000.0,5930000.0,309863000.0,59792000.0
June 2018,0.0,1123000.0,10597000.0,337808000.0,49371000.0
September 2018,0.0,1687000.0,13019000.0,372824000.0,53703000.0
December 2018,0.0,12068000.0,12885000.0,458607000.0,80765000.0
March 2019,0.0,1686000.0,12317000.0,431553000.0,64438000.0
June 2019,0.0,1771000.0,13275000.0,492726000.0,88486000.0
September 2019,0.0,4933000.0,11398000.0,506140000.0,108528000.0
December 2019,0.0,10196000.0,15017000.0,505072000.0,117582000.0
March 2020,0.0,5299000.0,-19081000.0,445526000.0,100817000.0
June 2020,0.0,3967000.0,-5540000.0,419848000.0,80617000.0
September 2020,0.0,3840000.0,-3283000.0,417136000.0,82777000.0
December 2020,0.0,3375000.0,-1437000.0,411896000.0,81732000.0
March 2021,,4606000.0,-1169000.0,409857000.0,79924000.0
June 2021,,4964000.0,-1211000.0,411568000.0,83369000.0
September 2021,,4760000.0,874000.0,414769000.0,87852000.0
December 2021,,4934000.0,638000.0,406223000.0,81068000.0
March 2022,,5211000.0,3502000.0,412901000.0,81001000.0
June 2022,,6062000.0,5453000.0,442420000.0,92944000.0
