,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2005,,,,,,
June 2005,,,,,,
September 2005,,,,,,
December 2005,,,,,,
March 2006,,,,,,
June 2006,,,,,,
September 2006,,,,,,
December 2006,,,,,,
March 2007,,,,,,
June 2007,,,,,,
September 2007,,,,,,
December 2007,,,,,,
March 2008,,,,,,
June 2008,,,,,,
September 2008,,,,,,
December 2008,,,,,,
March 2009,,,,,,
June 2009,,,,,,
September 2009,,,,,,
December 2009,,,,,,
March 2010,73621.0,,9398.0,,,
June 2010,73621.0,,9398.0,,,
September 2010,79307.0,,9398.0,,,
December 2010,135089.0,-850.0,-10982.0,101292.0,98253.0,3039.0
March 2011,95405.0,-850.0,18351.0,,,
June 2011,113774.0,-850.0,-18100.5,,,
September 2011,88963.0,-850.0,-18100.5,137977.0,137638.0,339.0
December 2011,65485.0,-850.0,-13202.0,66624.0,66624.0,0.0
March 2012,44515.0,2168.75,-424.0,65366.0,65366.0,0.0
June 2012,-4994.0,2168.75,-9703.0,,,
September 2012,-4994.0,2168.75,-9703.0,,,
December 2012,-4994.0,2168.75,-9703.0,9976.0,9976.0,
March 2013,-3514.0,3750.0,3514.0,,,
June 2013,71586.66666666667,3750.0,11507.0,,,
September 2013,71586.66666666667,3750.0,-117351.0,,,
December 2013,71586.66666666667,3750.0,-160433.0,23565.0,23565.0,
March 2014,426032.0,0.0,-1561661.0,99274.0,98143.0,
June 2014,,,192466.0,141703.0,140670.0,
September 2014,,,-694064.0,163514.0,162579.0,
December 2014,,,,5813.0,4879.0,
March 2015,414558.0,,-1539646.0,2344.0,1354.0,
