,OperatingExpenses,NetIncomeLoss,Assets
June 2014,0.0,0.0,
September 2014,0.0,0.0,
December 2014,0.0,0.0,2000.0
March 2015,0.0,0.0,
June 2015,2318000.0,-1509000.0,
September 2015,3185000.0,-67000.0,127050000.0
December 2015,4256000.0,120000.0,142803000.0
March 2016,4670000.0,116000.0,179242000.0
June 2016,5485000.0,508000.0,207613000.0
September 2016,5203000.0,1064000.0,208604000.0
December 2016,5970000.0,1033000.0,251529000.0
March 2017,6499000.0,913000.0,277773000.0
June 2017,7256000.0,466000.0,309255000.0
September 2017,7838000.0,579000.0,355149000.0
December 2017,8841000.0,1552000.0,385766000.0
March 2018,8473000.0,1872000.0,399788000.0
June 2018,8640000.0,2417000.0,410784000.0
September 2018,8947000.0,1999000.0,415300000.0
December 2018,9062000.0,-1885000.0,426570000.0
March 2019,10106000.0,1450000.0,456730000.0
June 2019,10058000.0,2066000.0,490500000.0
September 2019,11142000.0,2647000.0,533072000.0
December 2019,10872000.0,2213000.0,562531000.0
March 2020,11594000.0,4100000.0,596754000.0
June 2020,11261000.0,4526000.0,612304000.0
September 2020,12049000.0,5211000.0,615672000.0
December 2020,12856000.0,5240000.0,668402000.0
March 2021,13813000.0,5315000.0,735311000.0
June 2021,14275000.0,5710000.0,745467000.0
September 2021,15069000.0,5354000.0,747592000.0
December 2021,14515000.0,6113000.0,754233000.0
March 2022,15349000.0,5524000.0,761230000.0
June 2022,15749000.0,5584000.0,786034000.0
