,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,12225000.0,-1000.0,,
June 2009,12225000.0,-1000.0,,
September 2009,12225000.0,-1000.0,,
December 2009,12225000.0,-1000.0,,
March 2010,11710000.0,-704000.0,,
June 2010,10975000.0,1222000.0,,
September 2010,10607000.0,-1217000.0,,
December 2010,8864000.0,2175000.0,57479000.0,44927000.0
March 2011,10880000.0,-57000.0,,
June 2011,10556000.0,-1621000.0,55522000.0,42613000.0
September 2011,11002000.0,-1268000.0,55734000.0,42206000.0
December 2011,-11145000.0,-578000.0,53281000.0,39670000.0
March 2012,11453000.0,-3138000.0,51836000.0,38075000.0
June 2012,11033000.0,-5530000.0,46000000.0,32506000.0
September 2012,4655000.0,-2193000.0,44355000.0,30546000.0
December 2012,-11058000.0,-6737000.0,36418000.0,28342000.0
March 2013,9737000.0,-2560000.0,34845000.0,26100000.0
June 2013,9657000.0,-5002000.0,30868000.0,22874000.0
September 2013,4386000.0,-1714000.0,32730000.0,26018000.0
December 2013,-6209000.0,-1999000.0,21646000.0,16863000.0
March 2014,5036000.0,-2685000.0,20344000.0,15587000.0
June 2014,4038000.0,-2813000.0,17528000.0,13883000.0
September 2014,3541000.0,-1308000.0,18399000.0,14636000.0
December 2014,1523000.0,-1669000.0,13139000.0,9478000.0
March 2015,2660000.0,-2107000.0,10691000.0,7226000.0
June 2015,3811000.0,-3363000.0,18300000.0,7923000.0
September 2015,3740000.0,-2118000.0,20348000.0,10348000.0
December 2015,3826000.0,-3286000.0,17683000.0,8498000.0
March 2016,3827000.0,-3428000.0,17295000.0,8738000.0
June 2016,3724000.0,-2459000.0,14628000.0,6778000.0
September 2016,3586000.0,-2052000.0,17462000.0,10140000.0
December 2016,3395000.0,-2385000.0,14254000.0,7478000.0
March 2017,3480000.0,-3129000.0,13603000.0,7383000.0
June 2017,5175000.0,-5883000.0,31894000.0,10804000.0
September 2017,7330000.0,-5410000.0,37202000.0,17419000.0
December 2017,6353000.0,-1550000.0,40200000.0,19648000.0
March 2018,6851000.0,-5229000.0,31083000.0,11028000.0
June 2018,6433000.0,-5077000.0,30232000.0,10825000.0
