,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2005,,-2139.3333333333335,,,
September 2005,,-2139.3333333333335,,,
December 2005,,-2139.3333333333335,,,
March 2006,,-1483.75,,,
June 2006,,-1483.75,,,
September 2006,,-1483.75,,,
December 2006,,-1483.75,,,
March 2007,,93.0,,,
June 2007,,93.0,,,
September 2007,,93.0,,,
December 2007,,93.0,,,
March 2008,,-7399.75,,,
June 2008,,-7399.75,,,
September 2008,,-7399.75,,,
December 2008,,-7399.75,,,
March 2009,,-99168.25,,,
June 2009,,-99168.25,,,
September 2009,,-99168.25,,,
December 2009,,-99168.25,,,
March 2010,,-12380.0,,,
June 2010,,-1583.0,,,
September 2010,,-32484.0,,,
December 2010,,-17762.0,7833.0,,
March 2011,0.0,-14509.0,,,
June 2011,0.0,-1584.0,0.0,,
September 2011,0.0,-1208.0,,,
December 2011,,-1201.0,7833.0,,
March 2012,7819.0,-125893.0,25312.0,5170.0,
June 2012,3309.0,249814.0,,,
September 2012,10208.0,-213064.0,93909.0,,
December 2012,,-756780.0,78658.0,41323.0,37335.0
March 2013,,-225385.0,128575.0,95711.0,32864.0
June 2013,,-101370.0,65259.0,33985.0,31274.0
September 2013,,-44323.0,607.0,607.0,
December 2013,,-117890.0,245477.0,354.0,245123.0
March 2014,,-272563.0,172.0,172.0,
June 2014,,-128315.0,1578.0,1578.0,
September 2014,,-95498.0,16066.0,16066.0,
December 2014,,-69439.0,7757.0,7757.0,
March 2015,,-108748.0,11471.0,11471.0,
June 2015,,-65353.0,15283.0,15283.0,
September 2015,,-65353.0,1022.0,1022.0,
December 2015,,-116713.0,11990.0,11990.0,
March 2016,,-144544.0,15508.0,3973.0,11535.0
June 2016,,-85238.0,22421.0,12236.0,10185.0
September 2016,,-65133.0,21643.0,12203.0,9440.0
December 2016,,-146050.0,19441.0,11558.0,7883.0
