,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2008,,3242108.0,,,
December 2008,,3242108.0,,,
March 2009,,3242108.0,,,
June 2009,,3242108.0,,,
September 2009,,3242108.0,,,
December 2009,,3242108.0,,,
March 2010,140205.0,-58293.0,,,
June 2010,75727.0,-76949.0,,,
September 2010,221206.0,-74175.0,,,
December 2010,439423.0,-386164.0,6703548.0,6683824.0,19724.0
March 2011,506553.0,-380572.0,,,
June 2011,653235.0,-685260.0,4459966.0,3673985.0,
September 2011,931852.0,-1005343.0,3466207.0,2657595.0,
December 2011,897276.0,-824820.0,2919476.0,2088044.0,831432.0
March 2012,735092.0,-590191.0,2246404.0,1426177.0,
June 2012,624660.0,-572919.0,1955150.0,1161831.0,
September 2012,683740.0,-499444.0,2009091.0,1238177.0,
December 2012,639740.0,-1345252.0,1004542.0,870914.0,
March 2013,540941.0,-436755.0,1039171.0,916247.0,
June 2013,384339.0,-352062.0,763859.0,659631.0,
September 2013,310966.0,-192502.0,669148.0,569266.0,
December 2013,340221.0,-409661.0,423097.0,331585.0,
March 2014,293282.0,-249258.0,395761.0,310615.0,
June 2014,349770.0,-285877.0,362348.0,282880.0,
September 2014,801375.0,-813388.0,302940.0,231672.0,
December 2014,182839.0,-265841.0,132345.0,98994.0,
March 2015,75476.0,-128719.0,100775.0,70207.0,
June 2015,78591.0,31153.0,140603.0,112819.0,
