,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2009,1690430.0,1173020.0,-2123588.5,,
March 2010,1690430.0,1173020.0,-2123588.5,,
June 2010,1484140.0,1037794.0,-5300847.0,,
September 2010,1480554.0,1020037.0,-875615.0,10422150.0,3010136.0
December 2010,1558117.0,1282646.0,-906174.0,,
March 2011,2169395.0,1257681.0,-1146871.0,,
June 2011,4536413.0,1152264.0,-3781401.0,6275036.0,1294538.0
September 2011,3386081.0,1783266.0,-8122952.0,5658367.0,1213636.0
December 2011,2158600.0,929393.0,-1640011.0,5450336.0,1079375.0
March 2012,3124544.0,999502.0,-2402345.0,5376427.0,1082457.0
June 2012,2168903.0,852256.0,-1979272.0,5450099.0,1188513.0
September 2012,1180297.0,832828.0,-3081540.0,3715742.0,1213353.0
December 2012,1512604.0,671421.0,7400991.0,516252.0,481989.0
March 2013,719314.0,510010.0,5345332.0,442899.0,30592.0
June 2013,702304.0,512631.0,-256290.0,461988.0,196738.0
September 2013,1297622.0,656203.0,-1273840.0,658635.0,462631.0
December 2013,924511.0,751652.0,-587277.0,1039050.0,943669.0
March 2014,847970.0,709094.0,-811250.0,1163423.0,1074372.0
June 2014,879545.0,758045.0,-853558.0,994152.0,965929.0
September 2014,1521163.0,1189353.0,-1508724.0,918218.0,850916.0
December 2014,946235.0,836826.0,-1010855.0,639044.0,554828.0
March 2015,2560717.0,879926.0,-2202402.0,2749977.0,1517036.0
June 2015,983299.0,628707.0,-946485.0,2231996.0,1045315.0
