,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2005,,,-1131.0,,
March 2006,,,95683.5,,
June 2006,,,95683.5,,
September 2006,,,95683.5,,
December 2006,,,95683.5,,
March 2007,,,1608.5,,
June 2007,,,1608.5,,
September 2007,,,1608.5,,
December 2007,,,1608.5,,
March 2008,,,143194.25,,
June 2008,,,143194.25,,
September 2008,,,143194.25,,
December 2008,,,143194.25,,
March 2009,,,-18603.25,,
June 2009,,,-18603.25,,
September 2009,,,-18603.25,,
December 2009,,,-18603.25,,
March 2010,,,-30185.0,,
June 2010,,,-19181.0,,
September 2010,,,-14544.0,,
December 2010,,,-13217.0,4559.0,
March 2011,,2387.0,-14692.0,,
June 2011,,2274.0,-34774.0,4535.0,
September 2011,,2312.0,-40036.0,119611.0,
December 2011,,224657.0,9088.0,246741.0,131421.0
March 2012,1838000.0,197203.0,-168456.0,2004914.0,1878527.0
June 2012,1838000.0,500261.0,-471515.0,1580200.0,1320162.0
September 2012,1543000.0,314770.0,-232000.0,1120735.0,756053.0
December 2012,2565000.0,311939.0,-1958029.0,667211.0,277024.0
March 2013,1451000.0,349681.0,-833475.0,66715.0,51128.0
June 2013,1475000.0,,-254519.0,1821.0,1821.0
September 2013,2072000.0,,175000.0,9855000.0,6906000.0
December 2013,3307000.0,,726994.0,27916000.0,12807000.0
March 2014,3803000.0,,-2611000.0,25508000.0,10273000.0
June 2014,4117000.0,,-3365000.0,24647000.0,9403000.0
September 2014,3069000.0,,-1798000.0,22257000.0,6989000.0
