,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,135136.0,-1002192.0,,,
June 2010,153877.0,-296313.0,,,
September 2010,728816.0,-260836.0,,,
December 2010,2438412.0,-62129.0,2431686.0,421485.0,
March 2011,643851.0,-57429.0,,,
June 2011,228822.0,2768120.0,5313859.0,3630606.0,
September 2011,1000847.0,-142787.0,5323421.0,3279806.0,
December 2011,2028606.0,-32305.0,5473113.0,2320327.0,
March 2012,899727.0,456026.0,6253684.0,1446147.0,
June 2012,1634379.0,-613484.0,12578597.0,,
September 2012,1114282.0,250976.0,13197522.0,1994231.0,
December 2012,-391641.0,-610224.0,14732047.0,3979879.0,12568898.0
March 2013,1296566.0,-73425.0,20743769.0,2014816.0,
June 2013,1185057.0,30702.0,27115510.0,4423389.0,
September 2013,2110863.0,-198812.0,33382426.0,6586309.0,29790883.0
December 2013,1889824.0,4096841.0,33628689.0,7977923.0,
March 2014,2316993.0,-935127.0,41273387.0,12531812.0,
June 2014,5380230.0,-4397749.0,49573986.0,13657267.0,
September 2014,,107137.0,56273220.0,10970532.0,
December 2014,,-29284143.0,34899529.0,10897062.0,
March 2015,,-757291.0,29585440.0,6144359.0,
June 2015,,-1916295.0,25079703.0,2842680.0,
