,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2010,,,,
September 2010,,,,
December 2010,,,,
March 2011,,,,
June 2011,,,,
September 2011,,,,
December 2011,,,,
March 2012,,,,
June 2012,,,,
September 2012,,,,
December 2012,320896500.0,88874500.0,,
March 2013,320896500.0,88874500.0,,
June 2013,640676000.0,-82747000.0,,
September 2013,669657000.0,-11767000.0,,
December 2013,,,38972348000.0,5444125000.0
March 2014,521175000.0,195202000.0,38961675000.0,5611923000.0
June 2014,511137000.0,126718000.0,38767332000.0,5610064000.0
September 2014,506896000.0,171618000.0,38055416000.0,5635978000.0
December 2014,,,36762741000.0,4915239000.0
March 2015,460569000.0,276431000.0,36292364000.0,4477798000.0
