,NetIncomeLoss,Assets
March 2009,-1170000.0,
June 2009,-1170000.0,
September 2009,-1170000.0,
December 2009,-1170000.0,
March 2010,1013500.0,
June 2010,1013500.0,
September 2010,1013500.0,
December 2010,1013500.0,590824000.0
March 2011,1290000.0,
June 2011,1447000.0,601387000.0
September 2011,1409000.0,605378000.0
December 2011,255000.0,611373000.0
March 2012,1843000.0,610841000.0
June 2012,2215000.0,711991000.0
September 2012,1208000.0,708262000.0
December 2012,1303000.0,723812000.0
March 2013,1526000.0,714890000.0
June 2013,1555000.0,706724000.0
September 2013,1780000.0,707898000.0
December 2013,1397000.0,716185000.0
March 2014,1642000.0,713228000.0
June 2014,1772000.0,774696000.0
September 2014,2108000.0,883019000.0
December 2014,1961000.0,916645000.0
March 2015,2004000.0,937253000.0
June 2015,2466000.0,1011716000.0
September 2015,2481000.0,1017887000.0
December 2015,2338000.0,1036107000.0
March 2016,2054000.0,1084270000.0
June 2016,2789000.0,1120693000.0
September 2016,2765000.0,1135436000.0
December 2016,2192000.0,1142443000.0
March 2017,2054000.0,1177333000.0
June 2017,-2842000.0,2630766000.0
September 2017,4374000.0,2596572000.0
December 2017,-1161000.0,2614252000.0
March 2018,8259000.0,2650435000.0
June 2018,8867000.0,2725735000.0
September 2018,8861000.0,2702542000.0
December 2018,7704000.0,2701295000.0
March 2019,6020000.0,2704195000.0
June 2019,9319000.0,2724303000.0
September 2019,8864000.0,2698915000.0
December 2019,8964000.0,2722170000.0
March 2020,27000.0,2762563000.0
June 2020,4709000.0,3072171000.0
September 2020,9588000.0,3154573000.0
December 2020,8963000.0,3088673000.0
March 2021,9383000.0,3330470000.0
June 2021,10275000.0,3395151000.0
September 2021,3939000.0,3452417000.0
December 2021,7651000.0,3407353000.0
March 2022,4593000.0,3219876000.0
June 2022,5009000.0,3236578000.0
