,NetIncomeLoss,Assets,AssetsCurrent
June 2009,-204175.33333333334,,
September 2009,-204175.33333333334,,
December 2009,-204175.33333333334,,
March 2010,-594478.0,,
June 2010,-515267.0,,
September 2010,-1303496.0,,
December 2010,-1721286.0,3486214.0,499674.0
March 2011,-179659.0,,
June 2011,425225.0,3428976.0,467803.0
September 2011,-47002.0,2523215.0,1022363.0
December 2011,55226.0,2464219.0,1089407.0
March 2012,-111338.0,2395060.0,1028245.0
June 2012,212477.0,2504740.0,2399624.0
September 2012,-95960.0,2443496.0,2345207.0
December 2012,-54771.0,2365587.0,2273726.0
March 2013,-75107.0,2299596.0,2207735.0
June 2013,-63291.0,2203050.0,2111189.0
September 2013,-62707.0,2164065.0,2072204.0
December 2013,-109118.0,2041326.0,1949465.0
March 2014,-65749.0,2000525.0,1908664.0
June 2014,-46935.0,1907273.0,1815412.0
September 2014,-36098.0,1880705.0,1788844.0
December 2014,-294362.0,2249492.0,746166.0
March 2015,-181041.0,2086688.0,333362.0
