,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,,,,
June 2010,,,,
September 2010,,2553882000.0,116771000.0,
December 2010,,2838616000.0,142866000.0,
March 2011,,2952129000.0,189258000.0,
June 2011,,3160307000.0,164564000.0,
September 2011,,3319211000.0,176152000.0,
December 2011,,2734952000.0,167634000.0,
March 2012,,2894200000.0,206189000.0,
June 2012,,3016054000.0,152964000.0,
September 2012,,3193360000.0,141221000.0,
December 2012,,3325402000.0,157025000.0,
March 2013,,3390633000.0,167782000.0,
June 2013,,3486502000.0,185255000.0,
September 2013,,3553911000.0,197037000.0,
December 2013,,5107045000.0,210325000.0,4896720000.0
March 2014,79698000.0,5156138000.0,179487000.0,4976651000.0
June 2014,79008000.0,,,
September 2014,115165000.0,,,
December 2014,,4967408000.0,204898000.0,4762510000.0
March 2015,-322725000.0,4566721000.0,163089000.0,4403632000.0
June 2015,-28832000.0,4730272000.0,144750000.0,4585522000.0
September 2015,-537158000.0,4288699000.0,408284000.0,3880415000.0
December 2015,,3861476000.0,81191000.0,3780285000.0
March 2016,-1124819000.0,2772312000.0,67966000.0,2704346000.0
June 2016,6840000.0,2703483000.0,85710000.0,2617773000.0
September 2016,-98438000.0,2681256000.0,96656000.0,2584600000.0
