,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,878.75,878.75,-878.75,,,
June 2013,878.75,878.75,-878.75,,,
September 2013,878.75,878.75,-878.75,,,
December 2013,878.75,878.75,-878.75,,,
March 2014,2189.0,2189.0,-2189.0,3685.0,1846.0,1839.0
June 2014,774.0,774.0,-774.0,,,
September 2014,11093.0,17300.0,-33403.0,3722.0,1883.0,1839.0
December 2014,149741.0,2732.0,-220393.0,7137.0,5298.0,1839.0
March 2015,30954.0,,-51218.0,4405.0,2566.0,1839.0
June 2015,57312.0,,-77396.0,1874.0,35.0,
September 2015,95555.0,,-94410.0,4376306.0,187549.0,
December 2015,163449.0,,-163682.0,4078460.0,101279.0,
March 2016,62751.0,,-84041.0,4306213.0,111517.0,
June 2016,38076.0,,-31980.0,4230244.0,197128.0,
September 2016,40923.0,,-10182.0,4305018.0,171050.0,
