,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2009,7633.5,-4670.5,,
March 2010,7633.5,-4670.5,,
June 2010,7633.5,-4670.5,,
September 2010,7633.5,-4670.5,7995.0,
December 2010,6785.0,-7752.0,,
March 2011,3022.0,-4099.0,,
June 2011,8858.0,-337.0,,
September 2011,13900.0,-15378.0,7180.0,
December 2011,6250.0,-7924.0,1832.0,
March 2012,6975.0,-8818.0,1757.0,
June 2012,9900.0,-12058.0,7857.0,
September 2012,12400.0,-14687.0,4457.0,
December 2012,2700.0,-5139.0,4157.0,
March 2013,4100.0,-6778.0,6809.0,
June 2013,4939.0,-7728.0,1972.0,
September 2013,15909.0,-18750.0,163.0,
December 2013,2800.0,-5956.0,1763.0,
March 2014,6060.0,-9302.0,2803.0,
June 2014,2315.0,-5748.0,489.0,
September 2014,17900.0,-21482.0,1489.0,
December 2014,3950.0,-7681.0,1040.0,
March 2015,6950.0,-10913.0,590.0,
June 2015,5039.0,-9223.0,3951.0,
September 2015,6805.0,-11943.0,1495.0,1495.0
December 2015,6305.0,-10207.0,1356.0,
March 2016,4105.0,-8663.0,351.0,
June 2016,54180.0,-40066.0,4709090.0,
September 2016,26684.0,-15517.0,4712877.0,4712877.0
December 2016,1686889.0,-498995.0,24047947.0,14159499.0
March 2017,2730127.0,-314963.0,23655123.0,14471686.0
June 2017,2677611.0,322823.0,24136911.0,15298056.0
September 2017,2402552.0,710815.0,23850023.0,14740171.0
December 2017,2453350.0,91449.0,24425877.0,15655350.0
March 2018,2317425.0,-44806.0,24948590.0,16513992.0
June 2018,2549559.0,606723.0,27221312.0,18679113.0
September 2018,2446783.0,107304.0,27711006.0,19488134.0
December 2018,2397599.0,351284.0,26267468.0,18147662.0
March 2019,2472567.0,-274984.0,26923564.0,17554026.0
June 2019,2764843.0,484979.0,30911960.0,21797582.0
September 2019,2723380.0,160479.0,30791660.0,22120802.0
