,OperatingExpenses,NetIncomeLoss,Assets
March 2011,,,
June 2011,,,1001.0
September 2011,491210.0,-450498.0,10106770.0
December 2011,1030042.0,-690792.0,31436470.0
March 2012,866796.0,-14769.0,63511888.0
June 2012,3806894.0,-2619902.0,101015965.0
September 2012,2569202.0,398770.0,127135213.0
December 2012,4050100.0,-39571.0,208274347.0
March 2013,5065952.0,1010290.0,231040704.0
June 2013,5675408.0,1772766.0,275645277.0
September 2013,5720551.0,2422100.0,277808427.0
December 2013,6292150.0,1863698.0,277768205.0
March 2014,5520011.0,2740271.0,272878496.0
June 2014,5715027.0,2906037.0,268486635.0
September 2014,5019280.0,5031263.0,266285568.0
December 2014,12563266.0,-1953992.0,320646657.0
March 2015,12693373.0,1862221.0,305542369.0
June 2015,12502068.0,-3950592.0,281809003.0
September 2015,12545834.0,-4056599.0,264851422.0
December 2015,13886157.0,-4360066.0,311890234.0
March 2016,12386919.0,2246564.0,350328455.0
June 2016,12544588.0,-342780.0,262147577.0
September 2016,9455180.0,1506668.0,252973905.0
December 2016,15386424.0,-3161703.0,225990669.0
March 2017,3855885.0,545593.0,221926808.0
June 2017,6228015.0,-2173463.0,215662494.0
September 2017,5117288.0,-505497.0,181389713.0
December 2017,7753462.0,-1507854.0,170639097.0
March 2018,4061513.0,1005304.0,165907404.0
June 2018,5879356.0,3021642.0,160213620.0
September 2018,15305744.0,-12385615.0,50099810.0
