,OperatingExpenses,NetIncomeLoss,Assets
March 2009,133980000.0,-94578500.0,
June 2009,133980000.0,-94578500.0,
September 2009,133980000.0,-94578500.0,
December 2009,133980000.0,-94578500.0,
March 2010,40002000.0,18868000.0,
June 2010,40690000.0,18955000.0,
September 2010,41027000.0,19999000.0,
December 2010,40194000.0,25739000.0,388447000.0
March 2011,43055000.0,22032000.0,
June 2011,41332000.0,21150000.0,419657000.0
September 2011,42565000.0,6413000.0,424308000.0
December 2011,36362000.0,8258000.0,433769000.0
March 2012,35696000.0,4600000.0,391719000.0
June 2012,30208000.0,1535000.0,384052000.0
September 2012,50966000.0,-52107000.0,215488000.0
December 2012,24902000.0,-1538000.0,216600000.0
March 2013,27210000.0,-10742000.0,186635000.0
