,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
September 2010,10015000.0,579000.0,
December 2010,10577000.0,725000.0,
March 2011,10302000.0,-2539000.0,
June 2011,11208000.0,-14657000.0,387570000.0
September 2011,11214000.0,1037000.0,381429000.0
December 2011,11181000.0,67000.0,404222000.0
March 2012,11427000.0,1168000.0,431240000.0
June 2012,12045000.0,164000.0,437560000.0
September 2012,12933000.0,963000.0,452469000.0
December 2012,13342000.0,1721000.0,489409000.0
March 2013,13482000.0,705000.0,494211000.0
June 2013,14661000.0,156000.0,473166000.0
September 2013,14178000.0,402000.0,522987000.0
December 2013,14018000.0,1623000.0,513784000.0
March 2014,14902000.0,1063000.0,549338000.0
June 2014,19514000.0,816000.0,668489000.0
September 2014,18974000.0,3718000.0,680592000.0
December 2014,17892000.0,,720160000.0
March 2015,17367000.0,,711812000.0
June 2015,16369000.0,,687170000.0
September 2015,16764000.0,,682130000.0
December 2015,16174000.0,,687632000.0
March 2016,16757000.0,,687849000.0
June 2016,19002000.0,,675813000.0
September 2016,16528000.0,,684449000.0
December 2016,16429000.0,,673011000.0
March 2017,17299000.0,,677260000.0
June 2017,17449000.0,,675314000.0
September 2017,19503000.0,,688690000.0
December 2017,17725000.0,,698244000.0
March 2018,18996000.0,,699847000.0
June 2018,21426000.0,,689687000.0
September 2018,19313000.0,,708302000.0
December 2018,20350000.0,,714722000.0
March 2019,20647000.0,,723155000.0
June 2019,21655000.0,,718312000.0
September 2019,20655000.0,,788296000.0
December 2019,20483000.0,,794277000.0
March 2020,20695000.0,,761452000.0
June 2020,19509000.0,,756022000.0
September 2020,19643000.0,,769418000.0
December 2020,19904000.0,,783995000.0
March 2021,20757000.0,,788764000.0
