,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2004,55356.681818181816,250319.0,,,
December 2004,55356.681818181816,250319.0,,,
March 2005,55356.681818181816,250319.0,,,
June 2005,55356.681818181816,250319.0,,,
September 2005,55356.681818181816,250319.0,,,
December 2005,55356.681818181816,250319.0,,,
March 2006,55356.681818181816,250319.0,,,
June 2006,55356.681818181816,250319.0,,,
September 2006,55356.681818181816,250319.0,,,
December 2006,55356.681818181816,250319.0,,,
March 2007,55356.681818181816,250319.0,,,
June 2007,55356.681818181816,250319.0,,,
September 2007,55356.681818181816,250319.0,,,
December 2007,55356.681818181816,250319.0,,,
March 2008,55356.681818181816,250319.0,,,
June 2008,55356.681818181816,250319.0,,,
September 2008,55356.681818181816,250319.0,,,
December 2008,55356.681818181816,250319.0,,,
March 2009,55356.681818181816,250319.0,,,
June 2009,55356.681818181816,250319.0,,,
September 2009,55356.681818181816,250319.0,,,
December 2009,55356.681818181816,250319.0,,,
March 2010,0.0,352152.0,,,
June 2010,0.0,374483.0,,,
September 2010,0.0,293686.0,,,
December 2010,0.0,161312.0,2176905.0,45878.0,
March 2011,0.0,216268.0,,,
June 2011,0.0,166675.0,2195928.0,67398.0,
September 2011,0.0,206148.0,2179593.0,52311.0,
December 2011,0.0,131622.0,2167632.0,41599.0,
March 2012,0.0,172855.0,2161621.0,36836.0,
June 2012,-50000.0,222365.0,2190556.0,67020.0,
September 2012,-70000.0,251490.0,2177807.0,55061.0,
December 2012,240000.0,156381.0,2216451.0,95201.0,
March 2013,0.0,159835.0,2160180.0,38930.0,
June 2013,0.0,169584.0,2166749.0,45499.0,
September 2013,0.0,167436.0,2179214.0,57964.0,
December 2013,0.0,159829.0,2211104.0,41854.0,
March 2014,0.0,173516.0,2216683.0,47433.0,
June 2014,0.0,206021.0,2208519.0,39269.0,
September 2014,0.0,176607.0,2235858.0,66608.0,
December 2014,0.0,155715.0,2207802.0,38552.0,
March 2015,,181325.0,2209850.0,40600.0,
June 2015,,150216.0,2230420.0,61170.0,
September 2015,,159768.0,2283090.0,113840.0,
December 2015,,158787.0,2211001.0,41751.0,2169250.0
March 2016,,228559.0,2230463.0,61213.0,
June 2016,,166756.0,2286149.0,39403.0,2246746.0
September 2016,,184797.0,2285069.0,38323.0,2246746.0
December 2016,,140582.0,2276501.0,29755.0,
March 2017,,150860.0,2291278.0,44532.0,
June 2017,,150563.0,2298483.0,51737.0,
September 2017,,-150086.0,2326920.0,80174.0,
December 2017,,157764.0,2313969.0,67223.0,
March 2018,,-179988.0,2326098.0,79352.0,
June 2018,,-165145.0,2308085.0,61339.0,
September 2018,,-169876.0,2225529.0,56279.0,
December 2018,,152246.0,2221958.0,52708.0,
March 2019,,-159398.0,2220500.0,51250.0,
June 2019,,-141084.0,2189329.0,20079.0,
September 2019,,-141527.0,2187769.0,18519.0,
