,OperatingExpenses,NetIncomeLoss,Assets
March 2010,1793124.5,-789998.0,
June 2010,1793124.5,-840866.0,
September 2010,1836257.0,6163039.0,
December 2010,1924215.0,-1112443.0,63241880.0
March 2011,2017467.0,-943794.0,
June 2011,1230457.0,-786278.0,61229239.0
September 2011,1346027.0,-754381.0,61416103.0
December 2011,577292.0,-661414.0,60575380.0
March 2012,1378338.0,-706058.0,59598264.0
June 2012,1316577.0,5252740.0,37348936.0
September 2012,2957409.0,-1970958.0,35522367.0
December 2012,-2427733.0,-365590.0,35253411.0
March 2013,839508.0,-403814.0,34934545.0
June 2013,749219.0,-212518.0,34440183.0
September 2013,787877.0,-61189.0,34199500.0
December 2013,790859.0,-356541.0,28689462.0
March 2014,873475.0,-300203.0,28542816.0
June 2014,2948846.0,-2389273.0,25882018.0
September 2014,718063.0,-155304.0,25967053.0
