,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,849.75,,,,,
June 2010,849.75,,,,,
September 2010,849.75,,,,,
December 2010,849.75,,,32680.0,32680.0,
March 2011,-14558.0,4329.5,,,,
June 2011,867.0,4329.5,,,,
September 2011,920.0,4329.5,,,,
December 2011,30089.0,4329.5,,34212.0,34212.0,
March 2012,41754.0,41754.0,-122036.66666666667,500.0,500.0,
June 2012,68177.0,238545.0,-122036.66666666667,37216.0,37216.0,
September 2012,379247.0,238545.0,-122036.66666666667,475217.0,176218.0,298999.0
December 2012,271343.0,238545.0,284628.0,401737.0,85554.0,316183.0
March 2013,129689.0,129689.0,20383.0,437984.0,116418.0,321566.0
June 2013,155922.0,171299.33333333334,-20841.0,934320.0,611268.0,323052.0
September 2013,168981.0,171299.33333333334,-34907.0,1070221.0,747111.0,323110.0
December 2013,193266.0,171299.33333333334,-332988.0,1049949.0,716138.0,333811.0
March 2014,159178.0,,-77197.0,1582385.0,1271476.0,310909.0
June 2014,178810.0,,-149902.0,1621266.0,1311417.0,309849.0
September 2014,1096819.0,,-96019202.0,1844614.0,1534301.0,310313.0
December 2014,822377.0,,94208814.0,1576222.0,1266810.0,308412.0
March 2015,116690.0,,-78449.0,1020865.0,713870.0,306995.0
June 2015,140549.0,,-84084.0,926864.0,617531.0,309333.0
September 2015,130781.0,,-55613.0,847781.0,527559.0,320222.0
December 2015,200083.0,,-98731.0,876995.0,566790.0,310205.0
March 2016,90199.0,,-22346.0,854314.0,545526.0,308788.0
June 2016,119786.0,,-704.0,814002.0,509412.0,304590.0
