,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,5985000.0,-4507000.0,,
June 2009,5985000.0,-4507000.0,,
September 2009,5985000.0,-4507000.0,,
December 2009,5985000.0,-4507000.0,,
March 2010,6433000.0,-1309750.0,,
June 2010,6094000.0,-1309750.0,,
September 2010,6261000.0,-1309750.0,,
December 2010,7095000.0,-1309750.0,86276000.0,58722000.0
March 2011,7159000.0,-2894750.0,,
June 2011,6794000.0,-2894750.0,77750000.0,47779000.0
September 2011,6383000.0,-2894750.0,83386000.0,51432000.0
December 2011,7919000.0,-2894750.0,74257000.0,49551000.0
March 2012,5321000.0,-4188000.0,60238000.0,35822000.0
June 2012,5264000.0,-4661000.0,57877000.0,33483000.0
September 2012,6461000.0,-6598000.0,52016000.0,28062000.0
December 2012,5892000.0,-16365000.0,45156000.0,27906000.0
March 2013,6029000.0,-6706000.0,32357000.0,20466000.0
June 2013,5798000.0,-2046000.0,32640000.0,20923000.0
September 2013,5697000.0,-3840000.0,33151000.0,21642000.0
December 2013,5409000.0,-3044000.0,34780000.0,26913000.0
March 2014,4910000.0,-1168000.0,27055000.0,19285000.0
June 2014,4666000.0,-174000.0,26835000.0,18954000.0
September 2014,4887000.0,91000.0,31108000.0,23014000.0
December 2014,5732000.0,-1372000.0,34819000.0,26608000.0
March 2015,5806000.0,-2099000.0,53813000.0,37515000.0
June 2015,9414000.0,-985000.0,55986000.0,39518000.0
September 2015,9352000.0,1813000.0,59855000.0,43243000.0
December 2015,10505000.0,-1884000.0,57566000.0,40673000.0
March 2016,9998000.0,-7340000.0,47548000.0,30741000.0
June 2016,10210000.0,-3408000.0,46208000.0,29721000.0
September 2016,8724000.0,1065000.0,49726000.0,33591000.0
