,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2009,15413.5,-15413.5,,
March 2010,15413.5,-15413.5,,
June 2010,15413.5,-15413.5,,
September 2010,15413.5,-15413.5,,
December 2010,25738.5,7245.0,10603.0,908.0
March 2011,25738.5,-21565.0,,
June 2011,25738.5,-36380.5,,
September 2011,25738.5,-36380.5,,
December 2011,,-32510.0,147461.0,51098.0
March 2012,,-237394.0,115816.0,9461.0
June 2012,,,106519.0,79.0
September 2012,,,,
December 2012,,,,
March 2013,,,,
June 2013,,,,
September 2013,,,,
December 2013,,,,
March 2014,,,,
June 2014,,,,
September 2014,,,,
December 2014,,,,
March 2015,,,,
June 2015,,,,
September 2015,,,,
December 2015,,,,
March 2016,,,,
June 2016,,,,
September 2016,,,,
December 2016,666.6666666666666,-666.6666666666666,,
March 2017,666.6666666666666,-666.6666666666666,,
June 2017,666.6666666666666,-666.6666666666666,,
September 2017,2975.0,-2975.0,,
December 2017,750.0,-750.0,0.0,
March 2018,448.5,26389.0,,
June 2018,448.5,26389.0,,
September 2018,0.0,22468.0,0.0,
December 2018,,,100.0,100.0
March 2019,,,100.0,
