,NetIncomeLoss,Assets
March 2009,1238939.25,
June 2009,1238939.25,
September 2009,1238939.25,
December 2009,1238939.25,
March 2010,493768.0,
June 2010,782466.0,
September 2010,1422202.0,
December 2010,-6250176.0,1200172204.0
March 2011,953617.0,
June 2011,1408000.0,1194707174.0
September 2011,1515639.0,1169516047.0
December 2011,-1021000.0,1171161423.0
March 2012,1451000.0,1205981240.0
June 2012,740031.0,1187219209.0
September 2012,-1572000.0,1157291000.0
December 2012,2203000.0,1181606000.0
March 2013,-136000.0,1186319000.0
June 2013,1812000.0,1165536000.0
September 2013,1569000.0,1131315000.0
December 2013,1729000.0,1140122000.0
March 2014,1987000.0,1164969000.0
June 2014,2098000.0,1170544000.0
September 2014,1568000.0,1156526000.0
December 2014,2001000.0,1169731000.0
March 2015,2138000.0,1197511000.0
June 2015,1927000.0,1204363000.0
September 2015,2540000.0,1227624000.0
December 2015,1994000.0,1200921000.0
March 2016,1998000.0,1234156000.0
June 2016,1412000.0,1265724000.0
September 2016,1884000.0,1277719000.0
December 2016,1988000.0,1287048000.0
March 2017,2101000.0,1319663000.0
June 2017,1919000.0,1383550000.0
September 2017,1766000.0,1386532000.0
December 2017,-2372000.0,1429216000.0
March 2018,2090000.0,1452908000.0
June 2018,2907000.0,1448650000.0
September 2018,3098000.0,1451664000.0
December 2018,2619000.0,1481682000.0
March 2019,4666000.0,1538311000.0
June 2019,3520000.0,1470914000.0
September 2019,3860000.0,1449338000.0
December 2019,4068000.0,1492962000.0
March 2020,868000.0,1526498000.0
June 2020,3282000.0,1683736000.0
September 2020,4960000.0,1669770000.0
December 2020,5183000.0,1733731000.0
March 2021,5839000.0,1731924000.0
June 2021,4892000.0,1708966000.0
September 2021,5796000.0,1738652000.0
December 2021,5990000.0,1831550000.0
March 2022,6609000.0,1735683000.0
June 2022,4489000.0,1789976000.0
