,OperatingExpenses,NetIncomeLoss,Assets
March 2009,200730000.0,-27030500.0,
June 2009,200730000.0,-27030500.0,
September 2009,200730000.0,-27030500.0,
December 2009,200730000.0,-27030500.0,
March 2010,210619000.0,-62388000.0,
June 2010,216243000.0,21614000.0,
September 2010,243098000.0,-88810000.0,
December 2010,148235000.0,-93457000.0,2359435000.0
March 2011,207310000.0,-31664000.0,
June 2011,247919000.0,-42265000.0,2492827000.0
September 2011,213237000.0,-22832000.0,2397305000.0
December 2011,160345000.0,-33093000.0,2403228000.0
March 2012,221078000.0,-28463000.0,2427175000.0
June 2012,216452000.0,11869000.0,2302833000.0
September 2012,212810000.0,-19025000.0,2331653000.0
December 2012,250633000.0,-92388000.0,2202433000.0
March 2013,210196000.0,-26185000.0,2229286000.0
June 2013,255256000.0,-18683000.0,2209167000.0
September 2013,216953000.0,3230000.0,2172362000.0
December 2013,195012000.0,-19866000.0,2144280000.0
March 2014,217187000.0,-14818000.0,2137269000.0
June 2014,228535000.0,24281000.0,2106664000.0
September 2014,215568000.0,72391000.0,2159947000.0
December 2014,192445000.0,10245000.0,2104658000.0
March 2015,199185000.0,6783000.0,2049550000.0
June 2015,200295000.0,-3284000.0,2051960000.0
September 2015,216589000.0,-8208000.0,1914170000.0
December 2015,190472000.0,-4156000.0,1865912000.0
March 2016,194222000.0,-4922000.0,1858176000.0
June 2016,204450000.0,13391000.0,1847396000.0
September 2016,214374000.0,-5099000.0,1722711000.0
December 2016,175726000.0,128000.0,1707092000.0
March 2017,203616000.0,-35911000.0,1680165000.0
June 2017,202522000.0,-1759000.0,1684028000.0
