,OperatingExpenses,NetIncomeLoss,Assets
June 2009,248191.25,-315492.25,
September 2009,248191.25,-315492.25,
December 2009,248191.25,-315492.25,
March 2010,248191.25,-315492.25,
June 2010,-893000.0,-968000.0,
September 2010,-97000.0,-160000.0,
December 2010,-99000.0,-156000.0,
March 2011,-47000.0,-123000.0,1685452.0
June 2011,-735000.0,-810000.0,847671.0
September 2011,-37000.0,-63000.0,1338775.0
December 2011,27184.0,-56409.0,1302723.0
March 2012,-184000.0,-305000.0,573759.0
June 2012,391824.0,-293221.0,296540.0
September 2012,58618.0,-57110.0,255941.0
December 2012,137881.0,-135873.0,166838.0
March 2013,-94000.0,-175000.0,17141.0
June 2013,-63000.0,-63000.0,6911.0
September 2013,38109.0,91172.0,136822.0
December 2013,-17000.0,52000.0,80392.0
March 2014,-20000.0,-20000.0,42582.0
June 2014,14296.0,196871.0,245783.0
September 2014,-45000.0,-44000.0,175696.0
December 2014,-31000.0,-30000.0,177587.0
March 2015,-19000.0,37000.0,195355.0
June 2015,-25000.0,160503.0,298392.0
September 2015,-37000.0,-5000.0,225851.0
December 2015,-14000.0,-18367.0,217147.0
March 2016,-13000.0,-14000.0,217163.0
June 2016,34947.0,-25739.0,184653.0
September 2016,-37000.0,66000.0,290062.0
December 2016,12902.0,22517.0,284040.0
March 2017,-16000.0,48000.0,285485.0
June 2017,11000.0,-10673.0,229524.0
September 2017,30000.0,661000.0,783849.0
December 2017,52000.0,-34496.0,786736.0
March 2018,22000.0,-22000.0,786160.0
June 2018,54032.0,-34522.0,742907.0
September 2018,154921.0,-153863.0,537771.0
December 2018,38000.0,-38000.0,533994.0
March 2019,14000.0,-14000.0,530715.0
June 2019,21910.0,-21790.0,472730.0
September 2019,50103.0,-48162.0,459731.0
