,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,1101750.0,14805500.0,2833250.0,,
June 2009,1101750.0,14805500.0,2833250.0,,
September 2009,1101750.0,14805500.0,2833250.0,,
December 2009,1101750.0,14805500.0,2833250.0,,
March 2010,1008000.0,16171000.0,1919000.0,,
June 2010,994000.0,16553000.0,3087000.0,,
September 2010,1474000.0,18061000.0,1585000.0,,
December 2010,407000.0,18588000.0,2900000.0,62707000.0,48908000.0
March 2011,425000.0,24484000.0,-2441000.0,,
June 2011,394000.0,17134000.0,2921000.0,64425000.0,51322000.0
September 2011,518000.0,15091000.0,4445000.0,67967000.0,55143000.0
December 2011,855000.0,15179000.0,5095000.0,77651000.0,66471000.0
March 2012,599000.0,18985000.0,2999000.0,82115000.0,70154000.0
June 2012,478000.0,18266000.0,3353000.0,86176000.0,74236000.0
September 2012,493000.0,17752000.0,3026000.0,70971000.0,57843000.0
December 2012,591000.0,11038000.0,7260000.0,82109000.0,65805000.0
