,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2014,,1435000.0,2519500.0,,,,
June 2014,,1435000.0,2519500.0,,,,
September 2014,,1435000.0,2519500.0,,,,
December 2014,,1435000.0,2519500.0,,,,
March 2015,4246000.0,984000.0,3262000.0,-9445750.0,,,
June 2015,20495000.0,2302000.0,18193000.0,-9445750.0,,,
September 2015,14013000.0,1806000.0,12207000.0,-9445750.0,,,
December 2015,20103000.0,3420000.0,16683000.0,-9445750.0,32258000.0,32007000.0,251000.0
March 2016,43143000.0,4412000.0,37459000.0,-33788000.0,300845000.0,133696000.0,
June 2016,29699000.0,1474000.0,22731000.0,-17475000.0,275749000.0,107896000.0,
September 2016,29900000.0,2037000.0,25445000.0,-20599000.0,280318000.0,72342000.0,
December 2016,45707000.0,909000.0,32913000.0,-31116000.0,517377000.0,92331000.0,425046000.0
March 2017,43896000.0,94000.0,30846000.0,-27477000.0,510562000.0,91683000.0,
June 2017,45090000.0,728000.0,32234000.0,-27520000.0,488513000.0,74482000.0,
September 2017,38725000.0,736000.0,24686000.0,-24441000.0,471267000.0,60312000.0,
December 2017,61233000.0,766000.0,28806000.0,-45767000.0,453477000.0,52675000.0,400802000.0
March 2018,,37000.0,26502000.0,-19741000.0,481178000.0,93306000.0,
