,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,-23679.571428571428,-3538.5,,,
June 2010,-23679.571428571428,-3538.5,27841.0,27841.0,
September 2010,-23679.571428571428,-19967.0,,,
December 2010,-23679.571428571428,-16251.333333333334,,,
March 2011,-23679.571428571428,-16251.333333333334,,,
June 2011,-23679.571428571428,-16251.333333333334,5958.0,5958.0,
September 2011,-42251.5,-49903.0,413.0,413.0,
December 2011,-42251.5,-35198.0,15095.0,520.0,
March 2012,-80905.0,-81706.0,175397.0,122848.0,52549.0
June 2012,-23679.571428571428,-92412.0,339979.0,22830.0,317149.0
September 2012,-125114.5,-130405.0,713887.0,207610.0,506277.0
December 2012,-125114.5,-121106.0,784452.0,103755.0,680697.0
March 2013,-147512.0,221601.0,1035910.0,400017.0,635893.0
June 2013,,-506989.0,1975493.0,1270669.0,704824.0
September 2013,,-837611.0,1223992.0,450194.0,773798.0
December 2013,,736753.0,2094380.0,1073399.0,1020981.0
