,NetIncomeLoss,Assets
March 2009,-13021750.0,
June 2009,-13021750.0,
September 2009,-13021750.0,
December 2009,-13021750.0,
March 2010,-2643000.0,
June 2010,-363000.0,
September 2010,-5357000.0,
December 2010,-4953000.0,1632421000.0
March 2011,1420000.0,
June 2011,2718000.0,1537874000.0
September 2011,3024000.0,1477985000.0
December 2011,30323000.0,1433229000.0
March 2012,2880000.0,1401596000.0
June 2012,3991000.0,1385245000.0
September 2012,2616000.0,1388364000.0
December 2012,3048000.0,1422926000.0
March 2013,4400000.0,1385355000.0
June 2013,4016000.0,1343750000.0
September 2013,3453000.0,1422003000.0
December 2013,5164000.0,1426966000.0
March 2014,3580000.0,1413515000.0
June 2014,1509000.0,2879282000.0
September 2014,5947000.0,2863104000.0
December 2014,6295000.0,2893379000.0
March 2015,6646000.0,2877184000.0
June 2015,6558000.0,2875944000.0
September 2015,7336000.0,2881377000.0
December 2015,6480000.0,2903556000.0
March 2016,8549000.0,2926056000.0
June 2016,7434000.0,2999936000.0
September 2016,7845000.0,3063964000.0
December 2016,8085000.0,3082571000.0
March 2017,7615000.0,3018919000.0
June 2017,7343000.0,3143336000.0
September 2017,8337000.0,3254655000.0
December 2017,7979000.0,3286704000.0
March 2018,10881000.0,3293900000.0
June 2018,9446000.0,3288521000.0
September 2018,10123000.0,3300106000.0
December 2018,11574000.0,3363907000.0
March 2019,11824000.0,3551754000.0
June 2019,11715000.0,3576139000.0
September 2019,12600000.0,3710380000.0
December 2019,13317000.0,3632915000.0
March 2020,10673000.0,3657387000.0
June 2020,8698000.0,4314379000.0
September 2020,10686000.0,4420610000.0
December 2020,14082000.0,4437344000.0
March 2021,14239000.0,4710354000.0
June 2021,18091000.0,4757414000.0
September 2021,15051000.0,4964412000.0
December 2021,11639000.0,5257749000.0
March 2022,11492000.0,5175899000.0
June 2022,11737000.0,5058555000.0
