,NetIncomeLoss,Assets
March 2009,3245500.0,
June 2009,3245500.0,
September 2009,3245500.0,
December 2009,3245500.0,
March 2010,4372000.0,
June 2010,4411000.0,
September 2010,3873000.0,
December 2010,-1289000.0,2820541000.0
March 2011,2461000.0,2773431000.0
June 2011,-2970000.0,2660495000.0
September 2011,-9525000.0,2572492000.0
December 2011,-58261000.0,2382873000.0
March 2012,5211000.0,2268264000.0
June 2012,4117000.0,2264123000.0
September 2012,5887000.0,2156750000.0
December 2012,972000.0,2122255000.0
March 2013,2389000.0,2091694000.0
June 2013,4414000.0,2031962000.0
September 2013,3800000.0,1972367000.0
December 2013,6832000.0,1981423000.0
March 2014,3691000.0,2012053000.0
June 2014,6152000.0,1885158000.0
September 2014,5288000.0,1900948000.0
December 2014,5899000.0,1214000.0
March 2015,4535000.0,2003079000.0
June 2015,4161000.0,2031581000.0
September 2015,4122000.0,2059899000.0
December 2015,4589000.0,2357022000.0
March 2016,1869000.0,2360819000.0
June 2016,5412000.0,2402262000.0
September 2016,4255000.0,2468042000.0
December 2016,6168000.0,2475392000.0
March 2017,5279000.0,2522594000.0
June 2017,5818000.0,2572935000.0
