,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,35408250.0,21717500.0,,,
June 2009,35408250.0,21717500.0,,,
September 2009,35408250.0,21717500.0,,,
December 2009,35408250.0,21717500.0,,,
March 2010,35064000.0,3142000.0,,,
June 2010,34737000.0,1615000.0,,,
September 2010,37851000.0,2561000.0,,,
December 2010,42780000.0,5252000.0,,,
March 2011,39860000.0,8013000.0,,,
June 2011,41695000.0,2198000.0,,,
September 2011,39492000.0,3748000.0,,,
December 2011,44886000.0,1123000.0,,,
March 2012,40438000.0,-273000.0,,,
June 2012,41372000.0,-12369000.0,,,
September 2012,44405000.0,-14779000.0,,,
December 2012,57575000.0,-85810000.0,,,
March 2013,37437000.0,3110000.0,,,
June 2013,39412000.0,958000.0,,,
September 2013,35047000.0,-14910000.0,,,
December 2013,46415000.0,-27541000.0,,,
March 2014,37497000.0,-21781000.0,,,
June 2014,36901000.0,-22009000.0,,,
September 2014,38045000.0,-35944000.0,,,
