,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2007,9156.75,-2440.75,,
March 2008,9156.75,-2440.75,,
June 2008,9156.75,-2440.75,,
September 2008,9156.75,-2440.75,,
December 2008,9156.75,-4466.5,,
March 2009,9156.75,-4466.5,,
June 2009,9156.75,-4466.5,,
September 2009,9156.75,-4466.5,,
December 2009,9156.75,-16032.5,,
March 2010,9156.75,-16032.5,,
June 2010,9156.75,-5466.0,,
September 2010,9156.75,-43318.0,,
December 2010,105878.0,-115028.0,300750.0,204750.0
March 2011,163096.0,-389791.0,,
June 2011,161880.0,-208416.0,,
September 2011,127380.0,-1153748.0,3945994.0,219994.0
December 2011,159205.0,-298216.0,3965749.0,109618.0
March 2012,89037.0,-537370.0,4080106.0,110995.0
June 2012,82535.0,-103374.0,4655002.0,703111.0
September 2012,-53713.0,-934943.0,4590003.0,526822.0
December 2012,96577.0,-101428.0,4536250.0,392877.0
March 2013,83160.0,-95861.0,4508026.0,330268.0
June 2013,99096.0,-99995.0,4749621.0,253501.0
September 2013,86574.0,-532971.0,4654517.0,180563.0
December 2013,94654.0,-712836.0,4155731.0,117731.0
