,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2015,34.0,-34.0,,,
June 2015,34.0,-34.0,,,
September 2015,203.0,-203.0,,,
December 2015,827.0,-827.0,2736.0,1266.0,4227.0
March 2016,8163.0,-1649.0,,,
June 2016,3321.0,180.0,,,
September 2016,2906.0,-1057.0,2304.0,16532.0,18836.0
December 2016,7978.0,-6637.0,8306.0,3892.0,12198.0
March 2017,26586.0,-23125.0,10050.0,2203.0,7847.0
June 2017,12329.0,-12329.0,7166.0,7166.0,
September 2017,37338.0,-37338.0,4653.0,4653.0,
December 2017,-169700.0,-17194.0,5518.0,5518.0,
March 2018,-13519.0,-13519.0,200.0,,
June 2018,-893.0,-893.0,200.0,200.0,
September 2018,-594.0,-594.0,200.0,200.0,
December 2018,-594.0,30606.0,200.0,,
March 2019,-594.0,-594.0,200.0,,
June 2019,-1248.0,-1248.0,200.0,,
September 2019,-594.0,-594.0,200.0,,
December 2019,-20786.0,-20786.0,200.0,0.0,
March 2020,-4907.0,-4907.0,200.0,0.0,
June 2020,10420.0,-606.0,200.0,200.0,
September 2020,594.0,-594.0,200.0,0.0,
December 2020,-21073.0,-8859.0,200.0,0.0,
March 2021,-594.0,-594.0,200.0,200.0,
June 2021,-3594.0,-594.0,200.0,0.0,
September 2021,-3594.0,-594.0,200.0,0.0,
December 2021,-3594.0,-9594.0,200.0,,
