,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,1151465.5,103249.0,-1165355.5,,,
June 2010,1151465.5,103249.0,-1165355.5,,,
September 2010,781717.0,76040.0,-732177.0,,,
December 2010,,,,1447396.0,789602.0,657794.0
March 2011,1571507.0,11876.0,-1512277.0,,,
June 2011,1866518.0,75663.0,-1778827.0,,,
September 2011,1976394.0,43896.0,-1812436.0,900812.0,340733.0,560079.0
December 2011,1365415.0,-20423.0,,785805.0,264092.0,521713.0
March 2012,1378690.0,1713.0,-1398588.0,1150238.0,495552.0,654686.0
June 2012,1297763.0,2210.0,-1324876.0,962536.0,191052.0,771484.0
September 2012,1256433.5,4637.0,,,,
December 2012,1256433.5,4637.0,,820951.0,136807.0,684144.0
March 2013,1118216.0,296.0,,1437906.0,744764.0,693142.0
June 2013,1341262.0,2455.0,,1149196.0,419576.0,729620.0
September 2013,,,,,,
December 2013,,,,1170605.0,478807.0,691798.0
March 2014,679345.0,6330.0,,1252386.0,593744.0,658642.0
June 2014,-238991.0,8524.0,,1346623.0,721003.0,625620.0
