,OperatingExpenses,NetIncomeLoss,Assets
March 2009,2425000.0,-18619250.0,
June 2009,2425000.0,-18619250.0,
September 2009,2425000.0,-18619250.0,
December 2009,2425000.0,-18619250.0,
March 2010,3859000.0,-2852000.0,
June 2010,4594000.0,-42194000.0,
September 2010,12292000.0,-20518000.0,
December 2010,5741000.0,-51476000.0,231330000.0
March 2011,6429000.0,-5405000.0,
June 2011,9230000.0,-6877000.0,264978000.0
September 2011,9906000.0,-12958000.0,249516000.0
December 2011,10834000.0,-9954000.0,246358000.0
March 2012,9158000.0,-7892000.0,236091000.0
June 2012,8354000.0,-6149000.0,233388000.0
September 2012,10270000.0,-8184000.0,228934000.0
December 2012,11676000.0,-9968000.0,221014000.0
March 2013,9394000.0,-4942000.0,227792000.0
June 2013,13120000.0,-2348000.0,255275000.0
September 2013,15842000.0,-8184000.0,249770000.0
December 2013,19539000.0,-10730000.0,237401000.0
March 2014,15581000.0,-3007000.0,224760000.0
June 2014,16929000.0,-1454000.0,224857000.0
September 2014,36434000.0,-22636000.0,199471000.0
December 2014,14646000.0,-10476000.0,181772000.0
March 2015,12818000.0,-2412000.0,196879000.0
June 2015,13558000.0,5181000.0,205914000.0
September 2015,12429000.0,-6006000.0,208560000.0
December 2015,13935000.0,-10506000.0,185816000.0
March 2016,5189000.0,-4767000.0,178311000.0
June 2016,5741000.0,-4525000.0,178332000.0
September 2016,12899000.0,-4930000.0,172774000.0
December 2016,28105000.0,,146266000.0
March 2017,4136000.0,-548000.0,96800000.0
June 2017,5086000.0,-548000.0,89567000.0
September 2017,3605000.0,,98456000.0
December 2017,8965000.0,,114458000.0
March 2018,6273000.0,-3088000.0,120807000.0
June 2018,5815000.0,-3088000.0,139555000.0
September 2018,6484000.0,,145759000.0
December 2018,8393000.0,,143639000.0
March 2019,5878000.0,,149806000.0
June 2019,7636000.0,,157038000.0
September 2019,9729000.0,,152559000.0
December 2019,9917000.0,,139608000.0
March 2020,7976000.0,,121983000.0
