,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2011,32234.166666666668,-131740.0,,
September 2011,32234.166666666668,-131740.0,,
December 2011,32234.166666666668,-131740.0,,
March 2012,32234.166666666668,-131740.0,,
June 2012,32234.166666666668,-131740.0,,
September 2012,32234.166666666668,-131740.0,,
December 2012,57138.0,-220518.0,,
March 2013,30425.0,-198347.0,,
June 2013,7375.0,-267094.0,,
September 2013,33170.0,-170448.0,,
December 2013,19268.0,-639100.0,508008.0,402445.0
March 2014,37559.0,-272827.0,467529.0,367345.0
June 2014,33036.0,94163.0,648258.0,551274.0
September 2014,23110.0,-287029.0,566239.0,476092.0
December 2014,238.0,-165005.0,423711.0,341750.0
March 2015,3475.0,-193666.0,381397.0,306939.0
June 2015,,-327151.0,582347.0,512201.0
September 2015,,-631612.0,666927.0,603557.0
December 2015,15293.0,-360513.0,754066.0,661113.0
March 2016,,-363329.0,644514.0,559497.0
June 2016,,-335408.0,485484.0,401903.0
September 2016,,-287293.0,,
December 2016,0.0,-297427.0,474898.0,409995.0
March 2017,,-339094.0,399413.0,342602.0
June 2017,,-401506.0,519021.0,470343.0
September 2017,,-463473.0,622947.0,580710.0
December 2017,,-275978.0,366879.0,329585.0
March 2018,,-233664.0,342585.0,309239.0
June 2018,,-245143.0,229154.0,199368.0
September 2018,,-290856.0,282433.0,255778.0
December 2018,,-362631.0,311553.0,282977.0
March 2019,,-214405.0,483080.0,420461.0
June 2019,,-328858.0,761334.0,523100.0
September 2019,,,805419.0,604487.0
December 2019,,-357906.0,600149.0,432899.0
March 2020,,-196358.0,538750.0,399714.0
June 2020,,-340483.0,504698.0,402099.0
September 2020,,,466205.0,400170.0
December 2020,,-375143.0,501160.0,238380.0
March 2021,,-478812.0,405752.0,167346.0
June 2021,,,301675.0,98487.0
September 2021,,,,
December 2021,,-182598.0,201863.0,68180.0
