,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,7560750.0,-2159000.0,
June 2009,7560750.0,-2159000.0,
September 2009,7560750.0,-2159000.0,
December 2009,7560750.0,-2159000.0,
March 2010,7459000.0,-7487000.0,
June 2010,6700000.0,-2095000.0,
September 2010,7242000.0,-6823000.0,
December 2010,8245000.0,708000.0,153417000.0
March 2011,9533000.0,-571000.0,
June 2011,10168000.0,12605000.0,292169000.0
September 2011,11701000.0,-12550000.0,257850000.0
December 2011,17984000.0,-38682000.0,222599000.0
March 2012,,-7109000.0,203364000.0
June 2012,,-625000.0,187519000.0
September 2012,,-30311000.0,174319000.0
December 2012,,-4249000.0,160342000.0
March 2013,,-5336000.0,202633000.0
June 2013,,47154000.0,311309000.0
September 2013,,6161000.0,330147000.0
December 2013,,3899000.0,348103000.0
March 2014,,-3318000.0,421495000.0
June 2014,,-6466000.0,430468000.0
September 2014,,-4513000.0,417759000.0
December 2014,,8712000.0,459931000.0
March 2015,,-4165000.0,484970000.0
June 2015,,966000.0,541263000.0
September 2015,,-13491000.0,515815000.0
December 2015,,-13690000.0,509857000.0
March 2016,,-7445000.0,547247000.0
June 2016,,-9902000.0,524753000.0
September 2016,,-8543000.0,533865000.0
December 2016,,-23666000.0,525818000.0
March 2017,,1695000.0,565119000.0
June 2017,,-6509000.0,580335000.0
September 2017,,4184000.0,626844000.0
December 2017,,-2865000.0,634390000.0
March 2018,,-3995000.0,649268000.0
June 2018,,-9607000.0,649459000.0
September 2018,,14275000.0,674526000.0
December 2018,,-37476000.0,136748000.0
March 2019,,-25884000.0,106482000.0
June 2019,,80271000.0,85384000.0
September 2019,,-15000.0,165277000.0
December 2019,,12438000.0,165712000.0
March 2020,,4662000.0,172726000.0
June 2020,,-1028000.0,175122000.0
