,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,12211500.0,,,
June 2009,12211500.0,,,
September 2009,12211500.0,,,
December 2009,12211500.0,,,
March 2010,9393000.0,,,
June 2010,-2498000.0,,,
September 2010,-16411000.0,,,
December 2010,-2944000.0,247352000.0,22893000.0,9344000.0
March 2011,-1935000.0,,,
June 2011,157000.0,278891000.0,22147000.0,6821000.0
September 2011,1402000.0,301640000.0,29011000.0,6308000.0
December 2011,-364000.0,334503000.0,41981000.0,6782000.0
March 2012,-5074000.0,361298000.0,36914000.0,7065000.0
June 2012,-72308000.0,317001000.0,39962000.0,7158000.0
September 2012,-81473000.0,254371000.0,29625000.0,3895000.0
December 2012,5064000.0,290068000.0,27337000.0,6480000.0
March 2013,-2456000.0,314982000.0,17632000.0,11257000.0
June 2013,53970000.0,450208000.0,24816000.0,5624000.0
September 2013,-1808000.0,424404000.0,34947000.0,21843000.0
