,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,10019500.0,-4186750.0,,,
June 2010,10019500.0,-4186750.0,,,
September 2010,10019500.0,-4186750.0,,,
December 2010,10019500.0,-4186750.0,,,
March 2011,9343000.0,-731000.0,,,
June 2011,9395000.0,-1183000.0,,,
September 2011,12761000.0,3804000.0,,,
December 2011,12975000.0,-937000.0,292426000.0,160067000.0,
March 2012,10925000.0,-12766000.0,326071000.0,194572000.0,
June 2012,11814000.0,3796000.0,336462000.0,200941000.0,
September 2012,11945000.0,5240000.0,342565000.0,200584000.0,
December 2012,14642000.0,4814000.0,336098000.0,192409000.0,70172000.0
March 2013,14039000.0,-2447000.0,352500000.0,196578000.0,
June 2013,13422000.0,-33893000.0,307086000.0,180865000.0,
September 2013,12547000.0,-35822000.0,296539000.0,198333000.0,
December 2013,14432000.0,-12364000.0,266152000.0,169163000.0,76254000.0
March 2014,12456000.0,,269410000.0,175679000.0,
