,NetIncomeLoss,Assets,AssetsCurrent
March 2010,-308000.0,,
June 2010,-1643000.0,,
September 2010,1504000.0,,
December 2010,-20418000.0,848892000.0,232479000.0
March 2011,-1456000.0,,
June 2011,-2731000.0,835746000.0,229131000.0
September 2011,14936000.0,853117000.0,249723000.0
December 2011,-13581000.0,902239000.0,223061000.0
March 2012,-4821000.0,896405000.0,296712000.0
June 2012,8760000.0,894373000.0,300862000.0
September 2012,20856000.0,910259000.0,318539000.0
December 2012,-5698000.0,900900000.0,301924000.0
March 2013,5325000.0,901019000.0,304298000.0
June 2013,13010000.0,915368000.0,316993000.0
September 2013,8346000.0,925113000.0,327832000.0
December 2013,-8578000.0,1043621000.0,441324000.0
March 2014,24217000.0,1076913000.0,484894000.0
June 2014,4823000.0,1098632000.0,245221000.0
September 2014,13677000.0,1111942000.0,252672000.0
December 2014,208550000.0,1289690000.0,264419000.0
March 2015,6615000.0,1289159000.0,256913000.0
June 2015,9574000.0,1301085000.0,250606000.0
September 2015,16591000.0,1326421000.0,283267000.0
December 2015,4620000.0,1312873000.0,272032000.0
March 2016,9285000.0,1312434000.0,278308000.0
June 2016,5424000.0,1324557000.0,287511000.0
September 2016,20595000.0,1361862000.0,328632000.0
December 2016,8240000.0,1325035000.0,305980000.0
March 2017,25846000.0,1355982000.0,318096000.0
June 2017,13393000.0,1371950000.0,329291000.0
September 2017,44591000.0,1282699000.0,225859000.0
December 2017,-33858000.0,1200102000.0,194799000.0
March 2018,20424000.0,1202804000.0,197003000.0
June 2018,21844000.0,1174556000.0,171752000.0
