,OperatingExpenses,NetIncomeLoss,Assets
September 2000,,-9693.0,
December 2000,,-9693.0,
March 2001,,-524.25,
June 2001,,-524.25,
September 2001,,-524.25,
December 2001,,-524.25,
March 2002,,-1282.25,
June 2002,,-1282.25,
September 2002,,-1282.25,
December 2002,,-1282.25,
March 2003,,-5403.5,
June 2003,,-5403.5,
September 2003,,-5403.5,
December 2003,,-5403.5,
March 2004,,-4140.5,
June 2004,,-4140.5,
September 2004,,-4140.5,
December 2004,,-4140.5,
March 2005,,-6477.5,
June 2005,,-6477.5,
September 2005,,-6477.5,
December 2005,,-6477.5,
March 2006,,-7173.5,
June 2006,,-7173.5,
September 2006,,-7173.5,
December 2006,,-7173.5,
March 2007,,-6587.5,
June 2007,,-6587.5,
September 2007,,-6587.5,
December 2007,,-6587.5,
March 2008,,-10256.0,
June 2008,,-10256.0,
September 2008,,-10256.0,
December 2008,,-10256.0,
March 2009,,-6905.5,
June 2009,,-6905.5,
September 2009,,-6905.5,
December 2009,,-6905.5,
March 2010,,-3399.0,
June 2010,,-12212.0,
September 2010,,-4310.0,
December 2010,,-3167.0,18806.0
March 2011,,-2917.0,
June 2011,,-2917.0,553.0
September 2011,,-8224.0,6049.0
December 2011,,-11846.0,5828.0
March 2012,,-38570.0,6985.0
June 2012,,-14235.0,52203.0
September 2012,,-73803.0,7613.0
December 2012,,7742.0,3206.0
March 2013,14433.75,85854.0,63631.0
June 2013,14433.75,-7898.0,55652.0
September 2013,14433.75,-14563.0,45912.0
December 2013,14433.75,-26466.0,22149.0
March 2014,14043.0,-14043.0,60670.0
June 2014,5268.0,-5268.0,57080.0
September 2014,5763.5,-5239.0,52501.0
December 2014,5763.5,-18038.0,18136.0
March 2015,14499.0,-14499.0,8075.0
June 2015,7183.0,-7183.0,875.0
