,NetIncomeLoss,Assets,AssetsCurrent
March 2008,-632750000.0,,
June 2008,-632750000.0,,
September 2008,-632750000.0,,
December 2008,-632750000.0,,
March 2009,-366000000.0,,
June 2009,-388000000.0,,
September 2009,-377000000.0,,
December 2009,-343000000.0,22964000000.0,6554000000.0
March 2010,-489000000.0,,
June 2010,-7000000.0,23430000000.0,7255000000.0
September 2010,129000000.0,22761000000.0,6751000000.0
December 2010,-102000000.0,22422000000.0,6744000000.0
March 2011,-431000000.0,24384000000.0,8730000000.0
June 2011,-284000000.0,23037000000.0,7904000000.0
September 2011,-153000000.0,22877000000.0,6735000000.0
December 2011,-1097000000.0,23589000000.0,6696000000.0
March 2012,-1676000000.0,24262000000.0,7719000000.0
June 2012,-264000000.0,24485000000.0,7928000000.0
September 2012,-257000000.0,23683000000.0,7242000000.0
December 2012,271000000.0,23264000000.0,7011000000.0
March 2013,-253000000.0,23615000000.0,7471000000.0
June 2013,228000000.0,25989000000.0,9587000000.0
September 2013,290000000.0,26565000000.0,10200000000.0
