,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2009,70046000.0,4656750.0,,
June 2009,70046000.0,4656750.0,,
September 2009,70046000.0,4656750.0,,
December 2009,70046000.0,4656750.0,,
March 2010,78276000.0,5739000.0,,
June 2010,78721000.0,5430000.0,,
September 2010,81453000.0,6066000.0,,
December 2010,85633000.0,7019000.0,258978000.0,89259000.0
March 2011,100919000.0,7719000.0,,
June 2011,101186000.0,6528000.0,280021000.0,102647000.0
September 2011,104003000.0,6462000.0,295144000.0,107654000.0
December 2011,104325000.0,8560000.0,304914000.0,107594000.0
March 2012,116104000.0,8506000.0,335391000.0,118020000.0
June 2012,115842000.0,7839000.0,325491000.0,104997000.0
September 2012,115283000.0,7792000.0,351847000.0,119102000.0
December 2012,123619000.0,8449000.0,388058000.0,122829000.0
March 2013,135952000.0,10505000.0,407632000.0,136228000.0
June 2013,125721000.0,12301000.0,391570000.0,115798000.0
September 2013,134282000.0,9063000.0,458548000.0,129960000.0
December 2013,145942000.0,9527000.0,549812000.0,159626000.0
March 2014,155762000.0,10274000.0,562544000.0,168075000.0
June 2014,154692000.0,10609000.0,570024000.0,164277000.0
September 2014,155450000.0,8607000.0,583044000.0,158960000.0
December 2014,163092000.0,9530000.0,614762000.0,170445000.0
March 2015,170158000.0,6410000.0,638435000.0,172470000.0
June 2015,169629000.0,8750000.0,655084000.0,159707000.0
September 2015,178618000.0,3592000.0,687050000.0,156326000.0
