,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2013,196088.0,-196166.0,,,
September 2013,275790.0,-275877.0,,,
December 2013,229606.0,-228238.0,,,
March 2014,327245.0,-302589.0,486646.0,402356.0,84290.0
June 2014,323743.0,-284841.0,880670.0,708554.0,172116.0
September 2014,579501.0,669862.0,2646609.0,2163796.0,482813.0
December 2014,426093.0,1002442.0,3853619.0,3381353.0,
March 2015,247250.0,979089.0,5771461.0,5341134.0,
June 2015,558496.0,1515421.0,7699703.0,6986618.0,
September 2015,483764.0,3885489.0,13459945.0,12788754.0,
December 2015,741260.0,4088809.0,17562536.0,16886398.0,
March 2016,24314558.0,-17754891.0,26954464.0,24848499.0,
June 2016,1092498.0,4875539.0,31410972.0,29439955.0,
September 2016,995480.0,3427727.0,28655229.0,13817189.0,
December 2016,1346273.0,4272915.0,39611043.0,24436656.0,
March 2017,124500.0,-4659503.0,13042386.0,,
June 2017,23394.0,2685496.0,15788700.0,,
September 2017,37424.0,-118555.0,,,
