,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2000,,109090.90909090909,,
September 2000,,109090.90909090909,,
December 2000,,109090.90909090909,,
March 2001,,109090.90909090909,,
June 2001,,109090.90909090909,,
September 2001,,109090.90909090909,,
December 2001,,109090.90909090909,,
March 2002,,109090.90909090909,,
June 2002,,109090.90909090909,,
September 2002,,109090.90909090909,,
December 2002,,109090.90909090909,,
March 2003,,3111240.298701299,,
June 2003,,3111240.298701299,,
September 2003,,3111240.298701299,,
December 2003,,3111240.298701299,,
March 2004,,3111240.298701299,,
June 2004,,3111240.298701299,,
September 2004,,3111240.298701299,,
December 2004,553459.75,-576406.8,,
March 2005,553459.75,-576406.8,,
June 2005,553459.75,-576406.8,,
September 2005,553459.75,-576406.8,,
December 2005,553459.75,-576406.8,,
March 2006,553459.75,-576406.8,,
June 2006,553459.75,-576406.8,,
September 2006,553459.75,-576406.8,,
December 2006,553459.75,-576406.8,,
March 2007,553459.75,-576406.8,,
June 2007,553459.75,-576406.8,,
September 2007,553459.75,-576406.8,,
December 2007,553459.75,-576406.8,,
March 2008,553459.75,-576406.8,,
June 2008,553459.75,-576406.8,,
September 2008,553459.75,-576406.8,,
December 2008,553459.75,-576406.8,,
March 2009,553459.75,-576406.8,,
June 2009,553459.75,-576406.8,,
September 2009,553459.75,-576406.8,,
December 2009,172041.0,-285325.75,,
March 2010,172041.0,-285325.75,,
June 2010,64118.0,-285325.75,,
September 2010,625210.0,-285325.75,244550.0,5848.0
December 2010,43462.0,-25344.0,,
March 2011,56902.0,-25344.0,,
June 2011,59824.0,-25344.0,238619.0,3757.0
September 2011,112329.0,-25344.0,186733.0,3019.0
December 2011,176843.0,-187739.0,554509.0,371943.0
March 2012,250701.0,-23177.0,1384544.0,1135509.0
June 2012,316883.0,-202738.0,,
September 2012,173803.0,-85847.0,1221530.0,1085533.0
December 2012,248845.0,-87247.0,1876898.0,1732202.0
March 2013,224862.0,24744.0,2064847.0,1979596.0
June 2013,309303.0,185999.0,2165872.0,2087686.0
September 2013,380303.0,203481.0,2558733.0,2487766.0
December 2013,277542.0,19647.0,2870536.0,2802269.0
March 2014,339352.0,51255.0,3173992.0,3118024.0
June 2014,282946.0,326209.0,3257517.0,3165439.0
September 2014,273239.0,-55811.0,3487082.0,3393263.0
December 2014,237250.0,-145283.0,3498029.0,3405424.0
March 2015,222111.0,-82122.0,3613006.0,3521050.0
June 2015,187142.0,-82913.0,3257310.0,3169386.0
September 2015,251839.0,-62191.0,3342714.0,2955656.0
December 2015,174254.0,30632.0,3412280.0,3027671.0
March 2016,191662.0,-51104.0,3383792.0,3001632.0
June 2016,134538.0,-84569.0,3116309.0,2736598.0
September 2016,336755.0,-573678.0,2500598.0,2123336.0
December 2016,128881.0,-60657.0,2614660.0,2239847.0
March 2017,142734.0,-54059.0,2618115.0,2245751.0
June 2017,155830.0,6402.0,2539124.0,2169209.0
September 2017,315496.0,-16192.0,2261912.0,2214432.0
December 2017,146112.0,-31521.0,2472286.0,2427098.0
March 2018,132495.0,47543.0,2361572.0,2318176.0
June 2018,140356.0,564.0,2153142.0,2111538.0
September 2018,178500.0,-71786.0,2135755.0,2095943.0
December 2018,135566.0,9176.0,2208012.0,2169992.0
March 2019,108009.0,44322.0,2378783.0,2342555.0
June 2019,150347.0,27681.0,2309253.0,2292317.0
September 2019,158385.0,-38735.0,2141385.0,1776241.0
