,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2015,6885500.0,-671250.0,
June 2015,6885500.0,-671250.0,
September 2015,6885500.0,-671250.0,
December 2015,6885500.0,-671250.0,
March 2016,11877000.0,-5124000.0,
June 2016,57540000.0,-18661000.0,
September 2016,25351000.0,-6394000.0,
December 2016,25899000.0,-3087000.0,2114582000.0
March 2017,27175000.0,-7842000.0,2028597000.0
June 2017,27934000.0,-9783000.0,2449007000.0
September 2017,37450000.0,-4467000.0,2496531000.0
December 2017,29715000.0,95327000.0,2978355000.0
March 2018,28596000.0,-5232000.0,2967944000.0
June 2018,29015000.0,-5160000.0,2958282000.0
September 2018,26220000.0,-10019000.0,2958867000.0
December 2018,15152000.0,-14303000.0,2923892000.0
March 2019,25773000.0,23808000.0,2885550000.0
June 2019,25993000.0,-10512000.0,2877045000.0
September 2019,25863000.0,-10663000.0,2996792000.0
December 2019,25957000.0,6400000.0,3004700000.0
March 2020,24626000.0,-24806000.0,2937423000.0
June 2020,16312000.0,6632000.0,2908303000.0
September 2020,17656000.0,16964000.0,2962924000.0
December 2020,24910000.0,782000.0,2961985000.0
March 2021,19538000.0,-9779000.0,2935211000.0
June 2021,19218000.0,-2289000.0,2918596000.0
September 2021,20757000.0,-3848000.0,2936275000.0
December 2021,17605000.0,22484000.0,2942910000.0
March 2022,16791000.0,-17130000.0,2923342000.0
June 2022,12651000.0,-5111000.0,2889609000.0
