,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2009,156564500.0,4498000.0,,
June 2009,156564500.0,7596000.0,,
September 2009,156564500.0,5933000.0,,
December 2009,156564500.0,70099000.0,588757000.0,424772000.0
March 2010,182722000.0,6239000.0,,
June 2010,197842000.0,7604000.0,566672000.0,397791000.0
September 2010,208604000.0,14275000.0,609235000.0,430587000.0
December 2010,210454000.0,15687000.0,623722000.0,460984000.0
March 2011,231406000.0,11714000.0,645887000.0,471701000.0
June 2011,243270000.0,14225000.0,681600000.0,501176000.0
September 2011,244758000.0,19102000.0,665454000.0,429861000.0
December 2011,239410000.0,26986000.0,716555000.0,483897000.0
March 2012,255080000.0,9482000.0,712822000.0,472283000.0
June 2012,264790000.0,13070000.0,684023000.0,446233000.0
September 2012,266493000.0,20064000.0,756534000.0,510131000.0
December 2012,275128000.0,18875000.0,811243000.0,542298000.0
March 2013,290949000.0,-46000.0,795485000.0,527156000.0
June 2013,293083000.0,22793000.0,829164000.0,566860000.0
September 2013,297287000.0,26345000.0,880205000.0,614193000.0
December 2013,302767000.0,22674000.0,950648000.0,667695000.0
March 2014,333340000.0,13625000.0,949167000.0,648885000.0
June 2014,343421000.0,23286000.0,994089000.0,685216000.0
September 2014,330815000.0,22267000.0,1006509000.0,715295000.0
