,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,903507000.0,49168750.0,221793750.0,
June 2009,903507000.0,49168750.0,221793750.0,
September 2009,903507000.0,49168750.0,221793750.0,
December 2009,903507000.0,49168750.0,221793750.0,
March 2010,1342745000.0,35637000.0,-62926000.0,
June 2010,998286000.0,40993000.0,110753000.0,
September 2010,1368720000.0,66917000.0,-105535000.0,
December 2010,1853765000.0,35881000.0,-437960000.0,43308060000.0
March 2011,1057837000.0,51714000.0,69384000.0,
June 2011,1017780000.0,43089000.0,73780000.0,41481610000.0
September 2011,2460107000.0,46915000.0,-837685000.0,38041365000.0
December 2011,1024918000.0,48259000.0,12476000.0,39161244000.0
March 2012,999331000.0,65938000.0,99009000.0,39541953000.0
June 2012,1040410000.0,91595000.0,223065000.0,39235221000.0
September 2012,1114316000.0,65682000.0,17592000.0,39576642000.0
December 2012,979092000.0,36200000.0,70656000.0,39810357000.0
March 2013,997363000.0,79443000.0,49616000.0,39674183000.0
June 2013,1055834000.0,86622000.0,33170000.0,39056574000.0
September 2013,2158116000.0,75134000.0,-682078000.0,36968644000.0
December 2013,1002556000.0,97540000.0,82209000.0,36309117000.0
March 2014,944285000.0,90579000.0,124130000.0,37708728000.0
June 2014,,,,
September 2014,,,,
December 2014,,,,
