,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2008,3866.625,-61378.75,,,
December 2008,3866.625,-61378.75,,,
March 2009,3866.625,-61378.75,,,
June 2009,3866.625,-61378.75,,,
September 2009,3866.625,-136222.75,,,
December 2009,3866.625,-136222.75,,,
March 2010,3866.625,-136222.75,,,
June 2010,3866.625,-136222.75,,,
September 2010,51286.0,-243526.0,,,
December 2010,42502.0,-341471.0,,,
March 2011,11144.0,-191570.0,,,
June 2011,4131.0,-175216.0,,,
September 2011,5798.0,-201132.0,555992.0,121571.0,10300.0
December 2011,0.0,-886289.0,1222585.0,100754.0,
March 2012,0.0,-386851.0,594803.0,175264.0,
June 2012,0.0,-415291.0,521485.0,103673.0,661.0
September 2012,0.0,-681436.0,527827.0,111792.0,1151.0
December 2012,0.0,-163725.0,58453.0,55688.0,
March 2013,0.0,-403108.0,55689.0,53116.0,
June 2013,0.0,-45314.0,56395.0,54014.0,
September 2013,0.0,-510963.0,54694.0,52505.0,
December 2013,0.0,-159164.0,41534.0,39537.0,
March 2014,0.0,-554415.0,26152.0,24233.0,
June 2014,0.0,-192401.0,12893.0,10974.0,
September 2014,0.0,-90765.0,10653.0,8734.0,
December 2014,0.0,-84031.0,11770.0,9851.0,
March 2015,4000.0,-89913.0,17345.0,15426.0,
June 2015,100000.0,-220565.0,19179.0,17260.0,
September 2015,92500.0,-164190.0,20159.0,20159.0,
December 2015,0.0,-84132.0,21035.0,21035.0,
March 2016,0.0,-77834.0,29812.0,29812.0,
June 2016,100000.0,-180534.0,27682.0,27682.0,
September 2016,0.0,-134016.0,23859.0,23859.0,
December 2016,2500.0,-216490.0,103873.0,103873.0,
March 2017,12020.0,-90189.0,261438.0,32888.0,
June 2017,110250.0,-224097.0,247405.0,110905.0,
September 2017,0.0,-158106.0,336169.0,146119.0,
December 2017,290000.0,-409809.0,1082263.0,848463.0,
March 2018,459584.0,-619000.0,1062522.0,851022.0,
June 2018,200000.0,-290569.0,678755.0,533055.0,
September 2018,0.0,220011.0,9307.0,9307.0,
