,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
June 2012,,,,
September 2012,,,,
December 2012,,,,
March 2013,39457000.0,13148000.0,,
June 2013,48338000.0,13688000.0,,
September 2013,35704000.0,12345000.0,,
December 2013,-67685000.0,,,220270000.0
March 2014,12441000.0,12459000.0,,216128000.0
June 2014,12358000.0,12378000.0,,202366000.0
September 2014,38270000.0,11422000.0,,191985000.0
December 2014,-12359000.0,,,192054000.0
March 2015,12801000.0,,-10630000.0,178368000.0
June 2015,7058000.0,,-546000.0,178415000.0
September 2015,12224000.0,,-7146000.0,178299000.0
December 2015,30975000.0,,-36658000.0,151460000.0
March 2016,7593000.0,,-13475000.0,135793000.0
June 2016,7517000.0,,-174000.0,127721000.0
September 2016,7435000.0,,-3960000.0,131209000.0
December 2016,7551000.0,,-4265000.0,135980000.0
March 2017,7680000.0,,-6122000.0,126643000.0
June 2017,8495000.0,,-866000.0,136780000.0
September 2017,9872000.0,,-2716000.0,144404000.0
December 2017,10258000.0,,3578000.0,151780000.0
March 2018,10461000.0,,-6525000.0,147762000.0
June 2018,10574000.0,,-2014000.0,146899000.0
