,NetIncomeLoss,Assets,AssetsCurrent
March 2007,39687750.0,,
June 2007,39687750.0,,
September 2007,39687750.0,,
December 2007,39687750.0,,
March 2008,183209500.0,,
June 2008,183209500.0,,
September 2008,493145000.0,,
December 2008,-1568658000.0,7111915000.0,1476441000.0
March 2009,5198000.0,,
June 2009,43649000.0,,
September 2009,39326000.0,7511879000.0,276626000.0
December 2009,48132000.0,7734731000.0,306635000.0
March 2010,58528000.0,7856658000.0,322339000.0
June 2010,45375000.0,7922673000.0,242928000.0
September 2010,18848000.0,8127169000.0,313092000.0
December 2010,-19486000.0,8894937000.0,402887000.0
March 2011,70979000.0,9224033000.0,392847000.0
June 2011,124892000.0,9584442000.0,376324000.0
September 2011,-88296000.0,9583987000.0,405073000.0
December 2011,99104000.0,9791472000.0,1441377000.0
March 2012,-73303000.0,9988489000.0,1387705000.0
June 2012,232275000.0,10231435000.0,1334837000.0
September 2012,-43974000.0,10974795000.0,1287607000.0
December 2012,227789000.0,17298283000.0,1839730000.0
March 2013,31794000.0,17190374000.0,1760185000.0
