,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2010,609153.75,-202737.5,,
March 2011,609153.75,-202737.5,,
June 2011,609153.75,-202737.5,,
September 2011,609153.75,-202737.5,,
December 2011,849854.0,-633841.0,8246209.0,4016229.0
March 2012,957510.0,-578695.0,,
June 2012,1415376.0,-1516069.0,,
September 2012,703887.0,-1238161.0,,
December 2012,1291089.0,-1391332.0,10688912.0,2030246.0
March 2013,1476838.0,-1491811.0,11874135.0,3146703.0
June 2013,1366084.0,-1319748.0,10592430.0,1806257.0
September 2013,1531767.0,-1448774.0,10382752.0,1681258.0
December 2013,1465409.0,-1481441.0,10866300.0,2264192.0
March 2014,1442291.0,-1566842.0,9751442.0,1210690.0
June 2014,1501875.0,-2031094.0,13311521.0,4843783.0
September 2014,1367477.0,-1227099.0,10470966.0,2115459.0
December 2014,753641.0,55940.0,9003258.0,765811.0
March 2015,786613.0,-905142.0,9316031.0,1186675.0
June 2015,687257.0,-723980.0,8728985.0,1224328.0
