,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,-5102000.0,,,
June 2009,-5102000.0,,,
September 2009,784000.0,,,
December 2009,784000.0,,,
March 2010,-17647000.0,,,
June 2010,-17647000.0,,,
September 2010,-17647000.0,,,
December 2010,-17647000.0,522198000.0,60096000.0,
March 2011,-22125000.0,,,
June 2011,2715000.0,,,
September 2011,25028000.0,,,
December 2011,-29192000.0,553777000.0,47214000.0,
March 2012,-15644000.0,526962000.0,38255000.0,
June 2012,8848000.0,515860000.0,36239000.0,
September 2012,-21512000.0,508987000.0,31473000.0,
December 2012,-5088000.0,480760000.0,27796000.0,11011000.0
March 2013,-8236000.0,496498000.0,46989000.0,10512000.0
June 2013,-474000.0,483834000.0,39296000.0,9053000.0
