,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,10053720.25,5611958.25,4441762.0,-1714683.75,,
June 2009,10053720.25,5611958.25,4441762.0,-1714683.75,,
September 2009,10053720.25,5611958.25,4441762.0,-1714683.75,,
December 2009,10053720.25,5611958.25,4441762.0,-1714683.75,,
March 2010,9924900.0,4720269.0,5204631.0,-2966626.0,,
June 2010,12063682.0,6386461.0,5677221.0,16200543.0,,
September 2010,13001705.0,5982171.0,7019534.0,-8586293.0,,
December 2010,11415498.0,5561653.0,5853845.0,18424136.0,69698386.0,69628353.0
March 2011,10216797.0,5910150.0,4306647.0,-5685897.0,,
June 2011,11035052.0,6273051.0,4762001.0,-6401897.0,57807448.0,57713503.0
September 2011,11989343.0,6284488.0,5704855.0,-7066262.0,51804083.0,51716602.0
December 2011,11531235.0,4552440.0,6978796.0,61493589.0,121553375.0,121450465.0
March 2012,9752369.0,4104445.0,5647924.0,-8394732.0,103095645.0,103002298.0
June 2012,6944775.0,2874068.0,4070707.0,-5104112.0,97494812.0,97403226.0
September 2012,6700644.0,2256450.0,4444194.0,-5695344.0,94037746.0,93954271.0
December 2012,7492930.0,2631591.0,4861339.0,-6088833.0,89596812.0,89524867.0
March 2013,7217983.0,3583940.0,3634043.0,-5777932.0,82002103.0,81936290.0
June 2013,5654378.0,1941346.0,3713032.0,-3987996.0,78901012.0,78846055.0
September 2013,7364190.0,2181689.0,5182501.0,-4767193.0,91431887.0,91384074.0
December 2013,6869308.0,2238074.0,4631234.0,-2175178.0,35334376.0,35295397.0
March 2014,4651396.0,1827878.0,2823518.0,2904691.0,32437197.0,32403173.0
June 2014,4426615.0,1926392.0,2500223.0,2999457.0,37793244.0,37763619.0
September 2014,3628176.0,1054218.0,2573958.0,6752169.0,45054492.0,45025062.0
December 2014,3112431.0,931360.0,2181072.0,7018415.0,50453740.0,49473458.0
March 2015,4245831.0,983511.0,3262320.0,-27358.0,48846877.0,48821914.0
June 2015,20495360.0,2301919.0,18193441.0,-16280226.0,47247047.0,47221153.0
September 2015,14013456.0,1806649.0,12206807.0,-8149132.0,43230215.0,43208100.0
